"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-18,19-35,36+,0-18,19-35,36+
White,467,3825,6268,327,3030,4423
Black,141,1470,1770,117,2309,2119
American Indian/Alaskan Native,0,8,5,1,1,7
Asian/Pacific Islander,18,95,136,9,75,108
Unknown,80,77,108,42,43,72
Total,706,5475,8287,496,5458,6729
