Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,331,157,180,459,578,357,376,357,489,489,373,311,247
Tuesday,299,161,139,494,546,345,350,369,488,432,307,337,236
Wednesday,313,169,130,482,554,349,353,338,484,454,373,351,250
Thursday,320,147,169,445,540,362,387,343,509,413,336,330,205
Friday,365,163,138,419,542,375,441,483,794,534,383,419,268
Saturday,372,239,154,161,296,279,429,364,481,433,384,366,235
Sunday,373,254,138,123,244,291,361,329,411,332,359,279,205
TOTAL,2373,1290,1048,2583,3300,2358,2697,2583,3656,3087,2515,2393,1646
