raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
98588,2006-01-07,Charles City County,Charles City County,white,fc12338325,NA,vehicular,FALSE
98589,2006-01-07,Charles City County,Charles City County,white,fc12338325,NA,vehicular,FALSE
98590,2006-01-07,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
98591,2006-01-07,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
98592,2006-01-07,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
98593,2006-01-07,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
98594,2006-01-07,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
98595,2006-01-07,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
98596,2006-01-07,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
98597,2006-01-07,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
98598,2006-01-07,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
3237760,2006-01-07,Charles City County,Charles City County,black,b21e2d474d,NA,vehicular,FALSE
3237761,2006-01-07,Charles City County,Charles City County,black,b21e2d474d,NA,vehicular,FALSE
3237762,2006-01-07,Charles City County,Charles City County,black,b21e2d474d,NA,vehicular,FALSE
3237763,2006-01-07,Charles City County,Charles City County,black,b21e2d474d,NA,vehicular,FALSE
3237764,2006-01-07,Charles City County,Charles City County,black,8cb6729734,NA,vehicular,FALSE
3237765,2006-01-07,Charles City County,Charles City County,black,8cb6729734,NA,vehicular,FALSE
3237766,2006-01-07,Charles City County,Charles City County,black,8cb6729734,NA,vehicular,FALSE
83,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,TRUE
84,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,TRUE
85,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,TRUE
40594,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,TRUE
104502,2006-01-14,Charles City County,Charles City County,white,6a4b2f6e7d,NA,vehicular,FALSE
104503,2006-01-14,Charles City County,Charles City County,white,6a4b2f6e7d,NA,vehicular,FALSE
104504,2006-01-14,Charles City County,Charles City County,white,6a4b2f6e7d,NA,vehicular,FALSE
104505,2006-01-14,Charles City County,Charles City County,white,6a4b2f6e7d,NA,vehicular,FALSE
104506,2006-01-14,Charles City County,Charles City County,white,6a4b2f6e7d,NA,vehicular,FALSE
104507,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
104508,2006-01-14,Charles City County,Charles City County,white,8cb6729734,NA,vehicular,FALSE
3239866,2006-01-14,Charles City County,Charles City County,black,6a4b2f6e7d,NA,vehicular,FALSE
3239867,2006-01-14,Charles City County,Charles City County,black,6a4b2f6e7d,NA,vehicular,FALSE
3239868,2006-01-14,Charles City County,Charles City County,black,6a4b2f6e7d,NA,vehicular,FALSE
110705,2006-01-21,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
110706,2006-01-21,Charles City County,Charles City County,white,b21e2d474d,NA,vehicular,FALSE
