raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
162411,2006-03-11,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
290173,2006-07-15,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
495116,2007-03-10,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
495117,2007-03-10,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
559057,2007-05-19,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
643163,2007-08-04,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
698277,2007-09-29,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
879163,2008-04-19,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1010921,2008-09-06,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1048264,2008-10-18,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1053553,2008-10-25,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1096513,2008-12-06,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1096514,2008-12-06,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1096515,2008-12-06,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1213555,2009-04-25,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1213556,2009-04-25,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1302660,2009-07-18,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
1318724,2009-08-08,BEDFORD CITY,NA,white,1ce728a9cf,NA,vehicular,FALSE
3351846,2006-12-02,BEDFORD CITY,NA,black,1ce728a9cf,NA,vehicular,FALSE
3589337,2008-10-18,BEDFORD CITY,NA,black,1ce728a9cf,NA,vehicular,FALSE
4496283,2008-03-15,BEDFORD CITY,NA,hispanic,1ce728a9cf,NA,vehicular,FALSE
