raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
98051,2006-01-07,Bath County,Bath County,white,16f1f06bb9,NA,vehicular,FALSE
98052,2006-01-07,Bath County,Bath County,white,16f1f06bb9,NA,vehicular,FALSE
98053,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98054,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98055,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98056,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98057,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98058,2006-01-07,Bath County,Bath County,white,b400972987,NA,vehicular,FALSE
98059,2006-01-07,Bath County,Bath County,white,3b7ed57d5b,NA,vehicular,FALSE
98060,2006-01-07,Bath County,Bath County,white,e589d9a4d8,NA,vehicular,FALSE
98061,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98062,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98063,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98064,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98065,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98066,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98067,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98068,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98069,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98070,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98071,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98072,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98073,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98074,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98075,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98076,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98077,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98078,2006-01-07,Bath County,Bath County,white,48a1add72f,NA,vehicular,FALSE
98079,2006-01-07,Bath County,Bath County,white,fd2384087c,NA,vehicular,FALSE
98080,2006-01-07,Bath County,Bath County,white,fd2384087c,NA,vehicular,FALSE
98081,2006-01-07,Bath County,Bath County,white,fd2384087c,NA,vehicular,FALSE
98082,2006-01-07,Bath County,Bath County,white,fd2384087c,NA,vehicular,FALSE
