Race,Victim,,Offenders,
,Male,Female,Male,Female
White,94543,73456,59841,20893
Black,33990,38987,59877,17278
American Ind/Alaskan,238,82,85,34
Asian/Pacific Isl,2047,1521,883,453
Unknown,4298,3199,3194,1156
Total,135116,117245,123880,39814
