Date,Offense,Street,Sub,Zip,Area
12/24/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,MERIMAC TRAIL AND RT 199,228,23185,300
5/14/2003,POSSESSION OF MARIJUANA,MERIMAC TRAIL AND RT 199,228,23185,300
2/9/2003,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION,MERIMAC TRAIL NEAR COUNTRY CLU 228,,23185,300
12/18/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,MERIMAC TRAIL/IN. 64,228,23185,300
12/18/2003,POSSESSION OF CONTROLLED SUBSTANCES,MERIMAC TRAIL/IN. 64,228,23185,300
12/18/2003,RECKLESS - GENERAL,MERIMAC TRAIL/IN. 64,228,23185,300
3/16/2003,PETIT LARCENY,MERIMAC TRAIL/PENNIMAN ROAD,228,23185,300
12/13/2003,"ASSAULT, AGGRAVATED, DOMESTIC",MERRIMAC TRAIL,228,23185,300
5/12/2003,"ASSAULT, SIMPLE",MERRIMAC TRAIL,228,23185,300
2/8/2003,"ASSAULT, SIMPLE, DOMESTIC",MERRIMAC TRAIL,228,23185,300
4/25/2003,"ASSAULT, SIMPLE, DOMESTIC",MERRIMAC TRAIL,228,23185,300
12/27/2003,"BURGLARY, BUSINESS",MERRIMAC TRAIL,228,23185,300
12/13/2003,CARRYING CONCEALED WEAPON -1ST OFFENSE,MERRIMAC TRAIL,228,23185,300
12/9/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
9/5/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
12/2/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
11/29/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
11/21/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
7/31/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
12/2/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
7/30/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
8/21/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
10/16/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
5/4/2003,CITIZEN REQUESTED ASSISTANCE,MERRIMAC TRAIL,228,23185,300
8/21/2003,CREDIT CARD FRAUD,MERRIMAC TRAIL,228,23185,300
7/28/2003,"DAMAGE PROPERTY, BUSINESS",MERRIMAC TRAIL,228,23185,300
11/11/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
11/11/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
11/11/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
12/13/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
6/6/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
4/22/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
7/24/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
8/5/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
9/28/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
10/14/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
1/15/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
9/30/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
5/13/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
12/10/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
12/13/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
12/13/2003,"DAMAGE PROPERTY, PRIVATE",MERRIMAC TRAIL,228,23185,300
2/19/2003,DISORDERLY CONDUCT,MERRIMAC TRAIL,228,23185,300
12/4/2003,DISORDERLY CONDUCT,MERRIMAC TRAIL,228,23185,300
12/4/2003,DISORDERLY CONDUCT,MERRIMAC TRAIL,228,23185,300
2/3/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,MERRIMAC TRAIL,228,23185,300
5/26/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,MERRIMAC TRAIL,228,23185,300
2/19/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
1/12/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
1/15/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
7/12/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
4/18/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
7/18/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
7/23/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
8/31/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
6/29/2003,DRUNK IN PUBLIC,MERRIMAC TRAIL,228,23185,300
4/8/2003,ELUDING POLICE,MERRIMAC TRAIL,228,23185,300
8/15/2003,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR,MERRIMAC TRAIL,228,23185,300
5/30/2003,EMBEZZLEMENT <$200,MERRIMAC TRAIL,228,23185,300
12/16/2003,EMBEZZLEMENT <$200,MERRIMAC TRAIL,228,23185,300
12/16/2003,EMBEZZLEMENT <$200,MERRIMAC TRAIL,228,23185,300
12/16/2003,EMBEZZLEMENT >=$200,MERRIMAC TRAIL,228,23185,300
11/21/2003,FAILURE TO RETURN RENTED PROPERTY,MERRIMAC TRAIL,228,23185,300
8/15/2003,FAILURE TO STOP AT RED LIGHT,MERRIMAC TRAIL,228,23185,300
5/22/2003,FALSELY SUMMONS OR FALSE REPORT TO POLICE,MERRIMAC TRAIL,228,23185,300
7/15/2003,"FORGING, UTTERING",MERRIMAC TRAIL,228,23185,300
6/12/2003,"FORGING, UTTERING",MERRIMAC TRAIL,228,23185,300
10/6/2003,"FORGING, UTTERING",MERRIMAC TRAIL,228,23185,300
5/7/2003,GAS THEFT,MERRIMAC TRAIL,228,23185,300
3/2/2003,GAS THEFT,MERRIMAC TRAIL,228,23185,300
4/16/2003,GAS THEFT,MERRIMAC TRAIL,228,23185,300
10/9/2003,GAS THEFT,MERRIMAC TRAIL,228,23185,300
10/25/2003,GAS THEFT,MERRIMAC TRAIL,228,23185,300
6/4/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
6/12/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
8/5/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
5/25/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
8/26/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
10/9/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
5/20/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
5/23/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
4/18/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
4/8/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
9/10/2003,GRAND LARCENY,MERRIMAC TRAIL,228,23185,300
5/14/2003,"LARCENY, SHOPLIFTING",MERRIMAC TRAIL,228,23185,300
9/28/2003,"LARCENY,FROM MOTOR VEHICLE",MERRIMAC TRAIL,228,23185,300
9/9/2003,"LARCENY,FROM MOTOR VEHICLE",MERRIMAC TRAIL,228,23185,300
12/22/2003,LOST PROPERTY,MERRIMAC TRAIL,228,23185,300
5/12/2003,MOTOR VEHICLE THEFT,MERRIMAC TRAIL,228,23185,300
6/8/2003,MOTOR VEHICLE THEFT,MERRIMAC TRAIL,228,23185,300
2/16/2003,MOTOR VEHICLE THEFT,MERRIMAC TRAIL,228,23185,300
8/15/2003,MOTOR VEHICLE THEFT,MERRIMAC TRAIL,228,23185,300
12/13/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
7/15/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
6/25/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
1/15/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
3/26/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
4/25/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
6/28/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
7/10/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
8/21/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
9/8/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
12/4/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
10/14/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
7/15/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
12/27/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
7/18/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
8/21/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
9/30/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
3/26/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
5/13/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
1/9/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
12/27/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
7/31/2003,PETIT LARCENY,MERRIMAC TRAIL,228,23185,300
9/23/2003,POSSESSION OF CONTROLLED SUBSTANCES,MERRIMAC TRAIL,228,23185,300
11/27/2003,RECEIVING STOLEN GOODS,MERRIMAC TRAIL,228,23185,300
8/15/2003,RECKLESS - GENERAL,MERRIMAC TRAIL,228,23185,300
4/8/2003,RECKLESS - GENERAL,MERRIMAC TRAIL,228,23185,300
9/10/2003,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION,MERRIMAC TRAIL,228,23185,300
4/18/2003,ROBBERY,MERRIMAC TRAIL,228,23185,300
5/21/2003,SEXUAL BATTERY,MERRIMAC TRAIL,228,23185,300
6/19/2003,THREATEN BODILY HARM,MERRIMAC TRAIL,228,23185,300
11/25/2003,UNAUTHORIZED USE OF VEHICLE,MERRIMAC TRAIL,228,23185,300
9/4/2003,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGMERRIMAC TRAIL,,228,23185,300
4/18/2003,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY,MERRIMAC TRAIL,228,23185,300
9/2/2003,"ASSAULT, SIMPLE, DOMESTIC",MUSKET DRIVE,163,23185,300
11/6/2003,"BURGLARY, RESIDENTIAL",MUSKET DRIVE,163,23185,300
9/22/2003,"BURGLARY, RESIDENTIAL",MUSKET DRIVE,163,23185,300
11/20/2003,CITIZEN REQUESTED ASSISTANCE,MUSKET DRIVE,163,23185,300
8/19/2003,CITIZEN REQUESTED ASSISTANCE,MUSKET DRIVE,163,23185,300
9/2/2003,"DAMAGE PROPERTY, PRIVATE",MUSKET DRIVE,163,23185,300
11/6/2003,"DAMAGE PROPERTY, PRIVATE",MUSKET DRIVE,163,23185,300
11/6/2003,GRAND LARCENY,MUSKET DRIVE,163,23185,300
11/11/2003,GRAND LARCENY,MUSKET DRIVE,163,23185,300
9/20/2003,"LARCENY,FROM MOTOR VEHICLE",MUSKET DRIVE,163,23185,300
12/4/2003,MAIMING,MUSKET DRIVE,163,23185,300
1/24/2003,RUNAWAY JUVENILE,MUSKET DRIVE,163,23185,300
9/22/2003,THEFT OR RECEIPT OF STOLEN FIREARM,MUSKET DRIVE,163,23185,300
6/28/2003,"DAMAGE PROPERTY, PRIVATE",NATIONAL LANE,146,23185,300
5/30/2003,DEAD ON ARRIVAL,NATIONAL LANE,146,23185,300
1/7/2003,CITIZEN REQUESTED ASSISTANCE,NELSON DRIVE,135,23185,300
7/27/2003,CITIZEN REQUESTED ASSISTANCE,NELSON DRIVE,135,23185,300
7/12/2003,CREDIT CARD FRAUD,NELSON DRIVE,135,23185,300
7/12/2003,CREDIT CARD THEFT,NELSON DRIVE,135,23185,300
5/10/2003,"DAMAGE PROPERTY, PRIVATE",NELSON DRIVE,135,23185,300
10/2/2003,GRAND LARCENY,NELSON DRIVE,135,23185,300
5/10/2003,PROBATION VIOLATION - JUVENILE,NELSON DRIVE,135,23185,300
1/28/2003,CITIZEN REQUESTED ASSISTANCE,OAKMOUNT CIRCLE,196,23185,300
1/28/2003,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,OAKMOUNT CIRCLE,196,23185,300
4/26/2003,"DAMAGE PROPERTY, PRIVATE",OLD HOLLOW ROAD,270,23185,300
6/19/2003,"DAMAGE PROPERTY, PRIVATE",OLD HOLLOW ROAD,270,23185,300
7/20/2003,DRUNK IN PUBLIC,OLD HOLLOW ROAD,270,23185,300
7/20/2003,MAIMING,OLD HOLLOW ROAD,270,23185,300
8/16/2003,"DAMAGE PROPERTY, PRIVATE",PALACE LANE,79,23185,300
11/11/2003,OBSCENE/THREATENING PHONE CALL,PALACE LANE,79,23185,300
2/19/2003,"BURGLARY, RESIDENTIAL",PANTHER PAW PATH,145,23185,300
12/16/2003,"DAMAGE PROPERTY, PRIVATE",PANTHER PAW PATH,145,23185,300
2/19/2003,GRAND LARCENY,PANTHER PAW PATH,145,23185,300
11/28/2003,CITIZEN REQUESTED ASSISTANCE,PARCHMENT BLVD,226,23185,300
9/30/2003,GRAND LARCENY,PARK CIRCLE,20,23185,300
1/29/2003,MOTOR VEHICLE THEFT,PARK CIRCLE,20,23185,300
10/9/2003,ABUSE AND NEGLECT OF CHILDREN,PEACEPIPE,226,23185,300
8/27/2003,CITIZEN REQUESTED ASSISTANCE,PEBBLE BEACH LANE,40,23185,300
12/2/2003,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION,PEBBLE BEACH LANE,40,23185,300
10/15/2003,"ASSAULT, SIMPLE",PENNIMAN ROAD,228,23185,300
12/9/2003,"ASSAULT, SIMPLE, DOMESTIC",PENNIMAN ROAD,228,23185,300
8/14/2003,"ASSAULT, SIMPLE, DOMESTIC",PENNIMAN ROAD,228,23185,300
7/2/2003,"ASSAULT, SIMPLE, DOMESTIC",PENNIMAN ROAD,228,23185,300
11/21/2003,"ASSAULT, SIMPLE, DOMESTIC",PENNIMAN ROAD,228,23185,300
7/5/2003,"BURGLARY, BUSINESS",PENNIMAN ROAD,228,23185,300
11/10/2003,"BURGLARY, RESIDENTIAL",PENNIMAN ROAD,228,23185,300
11/26/2003,"BURGLARY, RESIDENTIAL",PENNIMAN ROAD,228,23185,300
8/17/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
1/25/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
4/9/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
12/4/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
6/14/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
2/22/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
3/23/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
11/29/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
5/14/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
5/6/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD,228,23185,300
12/13/2003,CONCEALMENT/PRICE CHANGING,PENNIMAN ROAD,228,23185,300
9/21/2003,"DAMAGE PROPERTY, BUSINESS",PENNIMAN ROAD,228,23185,300
6/19/2003,"DAMAGE PROPERTY, BUSINESS",PENNIMAN ROAD,228,23185,300
6/16/2003,"DAMAGE PROPERTY, PRIVATE",PENNIMAN ROAD,228,23185,300
11/21/2003,"DAMAGE PROPERTY, PRIVATE",PENNIMAN ROAD,228,23185,300
11/26/2003,"DAMAGE PROPERTY, PRIVATE",PENNIMAN ROAD,228,23185,300
2/22/2003,"DAMAGE PROPERTY, PRIVATE",PENNIMAN ROAD,228,23185,300
10/21/2003,DEAD ON ARRIVAL,PENNIMAN ROAD,228,23185,300
8/11/2003,DEAD ON ARRIVAL,PENNIMAN ROAD,228,23185,300
2/2/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,PENNIMAN ROAD,228,23185,300
7/5/2003,DRUNK IN PUBLIC,PENNIMAN ROAD,228,23185,300
10/18/2003,DRUNK IN PUBLIC,PENNIMAN ROAD,228,23185,300
8/14/2003,DRUNK IN PUBLIC,PENNIMAN ROAD,228,23185,300
3/4/2003,"FRAUD, ALL OTHERS",PENNIMAN ROAD,228,23185,300
6/18/2003,GRAND LARCENY,PENNIMAN ROAD,228,23185,300
11/10/2003,GRAND LARCENY,PENNIMAN ROAD,228,23185,300
7/5/2003,IDENTITY FRAUD,PENNIMAN ROAD,228,23185,300
10/9/2003,LOST PROPERTY,PENNIMAN ROAD,228,23185,300
6/16/2003,OBSTRUCTING JUSTICE,PENNIMAN ROAD,228,23185,300
3/8/2003,PEEPING INTO OCCUPIED DWELLING,PENNIMAN ROAD,228,23185,300
10/1/2003,PETIT LARCENY,PENNIMAN ROAD,228,23185,300
11/26/2003,PETIT LARCENY,PENNIMAN ROAD,228,23185,300
7/5/2003,POSSESSION OF BURGLARY TOOLS,PENNIMAN ROAD,228,23185,300
2/21/2003,POSSESSION OF MARIJUANA,PENNIMAN ROAD,228,23185,300
6/16/2003,RECKLESS - GENERAL,PENNIMAN ROAD,228,23185,300
6/30/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
3/23/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
7/28/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
3/9/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
5/17/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
7/13/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
8/13/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
10/1/2003,RUNAWAY JUVENILE,PENNIMAN ROAD,228,23185,300
7/5/2003,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGPENNIMAN ROAD,,228,23185,300
4/27/2003,DRUNK IN PUBLIC,PENNIMAN ROAD & ALEX&ER LEE BL,228,23185,300
7/8/2003,POSSESSION OF MARIJUANA,PENNIMAN ROAD & LODGE ROAD,228,23185,300
9/23/2003,"DRUGS, PWID COCAINE",PENNIMAN ROAD & MERRIMAC TRAI,228,23185,300
3/11/2003,CITIZEN REQUESTED ASSISTANCE,PENNIMAN ROAD & QUEENS CREEK R,228,23185,300
11/25/2003,CITIZEN REQUESTED ASSISTANCE,PETERSBURG CIRCLE,265,23185,300
1/19/2003,ATTEMPTED SUICIDE,PLANTATION DRIVE,155,23185,300
3/8/2003,CITIZEN REQUESTED ASSISTANCE,PLANTATION DRIVE,155,23185,300
3/9/2003,CITIZEN REQUESTED ASSISTANCE,PLANTATION DRIVE,155,23185,300
1/29/2003,CREDIT CARD FRAUD,PLANTATION DRIVE,155,23185,300
4/2/2003,FRAUD-WELFARE,PLANTATION DRIVE,155,23185,300
4/2/2003,INCEST,PLANTATION DRIVE,155,23185,300
10/1/2003,"LARCENY,FROM MOTOR VEHICLE",PLANTATION DRIVE,155,23185,300
6/14/2003,PETIT LARCENY,"PLANTATION, RT 199",155,23185,300
2/24/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
3/31/2003,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER,POCAHONTAS TRAIL,228,23185,300
3/31/2003,"BURGLARY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
9/20/2003,"BURGLARY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
6/6/2003,"BURGLARY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
9/20/2003,"BURGLARY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
7/28/2003,CITIZEN REQUESTED ASSISTANCE,POCAHONTAS TRAIL,228,23185,300
12/7/2003,CITIZEN REQUESTED ASSISTANCE,POCAHONTAS TRAIL,228,23185,300
12/12/2003,CITIZEN REQUESTED ASSISTANCE,POCAHONTAS TRAIL,228,23185,300
2/23/2003,"COUNTERFEITING/FORGERY, ALL OTHERS",POCAHONTAS TRAIL,228,23185,300
9/20/2003,"DAMAGE PROPERTY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
10/2/2003,"DAMAGE PROPERTY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
6/6/2003,"DAMAGE PROPERTY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
10/8/2003,"DAMAGE PROPERTY, BUSINESS",POCAHONTAS TRAIL,228,23185,300
3/31/2003,"DAMAGE PROPERTY, PRIVATE",POCAHONTAS TRAIL,228,23185,300
9/20/2003,"DAMAGE PROPERTY, PRIVATE",POCAHONTAS TRAIL,228,23185,300
12/15/2003,"DAMAGE PROPERTY, PRIVATE",POCAHONTAS TRAIL,228,23185,300
11/17/2003,"DEATH, SUICIDE",POCAHONTAS TRAIL,228,23185,300
3/12/2003,DRUNK IN PUBLIC,POCAHONTAS TRAIL,228,23185,300
6/20/2003,DRUNK IN PUBLIC,POCAHONTAS TRAIL,228,23185,300
3/26/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
4/19/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
10/11/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
4/24/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
6/29/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
7/9/2003,GAS THEFT,POCAHONTAS TRAIL,228,23185,300
3/10/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
3/31/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
10/2/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
3/23/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
10/25/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
6/6/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
12/16/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
10/8/2003,GRAND LARCENY,POCAHONTAS TRAIL,228,23185,300
3/14/2003,MOTOR VEHICLE THEFT,POCAHONTAS TRAIL,228,23185,300
2/23/2003,OBTAINING MONEY BY FALSE PRETENSES,POCAHONTAS TRAIL,228,23185,300
9/20/2003,PETIT LARCENY,POCAHONTAS TRAIL,228,23185,300
6/13/2003,PETIT LARCENY,POCAHONTAS TRAIL,228,23185,300
9/8/2003,PETIT LARCENY,POCAHONTAS TRAIL,228,23185,300
3/31/2003,POSSESSION OF BURGLARY TOOLS,POCAHONTAS TRAIL,228,23185,300
9/20/2003,POSSESSION OF BURGLARY TOOLS,POCAHONTAS TRAIL,228,23185,300
6/2/2003,RAPE,POCAHONTAS TRAIL,228,23185,300
3/31/2003,RESISTING ARREST/OBS JUSTICE W/O THREAT OF FORCE,POCAHONTAS TRAIL,228,23185,300
2/28/2003,"BURGLARY, RESIDENTIAL",QUEEN ANNE DRIVE,173,23185,300
2/28/2003,"DAMAGE PROPERTY, PRIVATE",QUEEN ANNE DRIVE,173,23185,300
11/18/2003,"FRAUD, ALL OTHERS",QUEEN ANNE DRIVE,173,23185,300
2/28/2003,GRAND LARCENY,QUEEN ANNE DRIVE,173,23185,300
2/17/2003,"ASSAULT, SIMPLE",QUEENS CREEK DRIVE,228,23185,300
2/17/2003,VIOLATE PROTECTIVE ORDERS,QUEENS CREEK DRIVE,228,23185,300
4/18/2003,"ASSAULT, SIMPLE, DOMESTIC",QUEENS CREEK ROAD,228,23185,300
12/1/2003,"BURGLARY, BUSINESS",QUEENS CREEK ROAD,228,23185,300
3/30/2003,"COUNTERFEITING/FORGERY, ALL OTHERS",QUEENS CREEK ROAD,228,23185,300
12/1/2003,"DAMAGE PROPERTY, PRIVATE",QUEENS CREEK ROAD,228,23185,300
10/24/2003,"DAMAGE PROPERTY, PRIVATE",QUEENS CREEK ROAD,228,23185,300
4/18/2003,"DAMAGE PROPERTY, PRIVATE",QUEENS CREEK ROAD,228,23185,300
10/16/2003,GRAND LARCENY,QUEENS CREEK ROAD,228,23185,300
12/1/2003,GRAND LARCENY,QUEENS CREEK ROAD,228,23185,300
7/18/2003,GRAND LARCENY,QUEENS CREEK ROAD,228,23185,300
10/5/2003,MISSING PERSON,QUEENS CREEK ROAD,228,23185,300
6/24/2003,ARSON,RICHMOND ROAD,229,23185,300
1/12/2003,"ASSAULT, SIMPLE",RICHMOND ROAD,229,23185,300
9/26/2003,"ASSAULT, SIMPLE",RICHMOND ROAD,229,23185,300
5/26/2003,"ASSAULT, SIMPLE",RICHMOND ROAD,229,23185,300
11/26/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
12/10/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
12/1/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
12/1/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
2/6/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
4/29/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
8/14/2003,CITIZEN REQUESTED ASSISTANCE,RICHMOND ROAD,229,23185,300
6/29/2003,CONCEALMENT/PRICE CHANGING,RICHMOND ROAD,229,23185,300
7/23/2003,CONTRIBUTING TO THE DELINQUENCY OF A MINOR,RICHMOND ROAD,229,23185,300
11/21/2003,CREDIT CARD FRAUD,RICHMOND ROAD,229,23185,300
7/10/2003,"DAMAGE PROPERTY, BUSINESS",RICHMOND ROAD,229,23185,300
6/6/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
6/6/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
10/24/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
4/28/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
8/10/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
11/30/2003,"DAMAGE PROPERTY, PRIVATE",RICHMOND ROAD,229,23185,300
7/18/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,RICHMOND ROAD,229,23185,300
1/22/2003,DRIVING W/SUSPENDED OR REVOKED,RICHMOND ROAD,229,23185,300
12/20/2003,DRUNK IN PUBLIC,RICHMOND ROAD,229,23185,300
1/12/2003,DRUNK IN PUBLIC,RICHMOND ROAD,229,23185,300
6/5/2003,EMBEZZLEMENT,RICHMOND ROAD,229,23185,300
7/6/2003,EMBEZZLEMENT <$200,RICHMOND ROAD,229,23185,300
4/22/2003,"FORGING, UTTERING",RICHMOND ROAD,229,23185,300
5/13/2003,"FORGING, UTTERING",RICHMOND ROAD,229,23185,300
7/15/2003,"FORGING, UTTERING",RICHMOND ROAD,229,23185,300
5/13/2003,"FRAUD, ALL OTHERS",RICHMOND ROAD,229,23185,300
7/2/2003,GAS THEFT,RICHMOND ROAD,229,23185,300
