Rank,Location,2014
1,Parking Lots,141
2,I-95 & Temple,48
3,Conduit / Temple,37
4,Boulevard / Temple,18
5,Southpark / Charles Dimmock,17
6,Temple / Charles Dimmock,14
7,Southpark Blvd / Southpark Circle,13
8,South Avenue / Southpark Blvd,12
9,Boulevard / Ellerslie,11
10,Southpark / Conduit,
