"Offender Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0 - 17 ,18 - 35 ,36+ ,0 - 17 ,18 - 35 ,36+
White ,1527,3400,1967,188,661,327
Black ,3951,4282,1549,302,916,347
Am. Ind./Alskn ,3,2,3,1,2,1
Asian/Pacfc Isl. ,30,49,43,0,10,10
Unknown Race ,257,58,29,29,9,1
TOTAL ,5768,7791,3591,520,1598,686
Note: ,Gender unknown = 1359.,,,,,
,Age range 0-17 includes unknown age.,,,,,
