Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,23,12,8,9,9,9,12,26,15,18,19,15,0
Tuesday ,21,13,6,6,10,9,9,11,17,11,25,24,0
Wednesday ,20,12,7,8,9,10,13,11,18,20,19,37,2
Thursday ,22,11,8,7,6,9,16,12,12,19,17,19,4
Friday ,35,22,8,8,4,8,6,20,23,7,20,19,3
Saturday ,37,20,9,2,2,10,10,16,20,15,24,19,2
Sunday ,30,20,12,11,5,11,18,7,21,17,18,23,2
Total,188,110,58,51,45,66,84,103,126,107,142,156,13
