Crimes Against Property,211,212,213,214,215,216,Totals
Burglary,109,83,58,68,106,58,482
Larceny,323,252,159,151,343,319,"1,547"
Auto Theft,50,43,41,22,43,53,252
Totals,569,462,331,337,552,490,"2,741"
