Month,111,112,113,114,Totals
January,625,511,182,472,"1,790"
February,616,449,172,499,"1,736"
March,735,507,190,576,"2,008"
April,668,520,230,530,"1,948"
May,744,537,225,537,"2,043"
June,664,502,210,668,"2,044"
July,608,593,260,674,"2,135"
August,703,523,206,551,"1,983"
September,606,434,248,522,"1,810"
October,685,541,237,569,"2,032"
November,630,488,227,546,"1,891"
December,650,516,188,562,"1,916"
Totals,"7,934","6,121","2,575","6,706","23,336"
