Crimes Against Persons,211,212,213,214,215,216,Totals
Homicide,0,3,0,3,0,1,7
Rape,5,1,2,2,3,4,17
Robbery,28,29,23,26,15,22,143
Agg. Assault,54,51,48,65,42,33,293
