Crimes Against Property,511,512,513,514,515,Totals
Burglary,75,60,19,83,61,298
Larceny,218,588,265,512,215,"1,798"
Auto Theft,26,35,24,71,12,168
Totals,395,725,322,713,314,"2,469"
