Month,411,412,413,414,Totals
January,372,228,490,439,"1,529"
February,362,156,451,416,"1,385"
March,480,245,460,464,"1,649"
April,406,216,451,545,"1,618"
May,484,243,502,537,"1,766"
June,486,230,494,528,"1,738"
July,470,242,482,511,"1,705"
August,553,230,454,471,"1,708"
September,426,216,399,440,"1,481"
October,499,234,469,473,"1,675"
November,416,166,483,483,"1,548"
December,426,202,520,528,"1,676"
Totals,"5,380","2,608","5,655","5,835","19,478"
