"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-18,19-35,36+,0-18,19-35,36+
White,366,1403,860,71,577,590
Black,293,1111,714,61,518,314
American Indian/Alaskan Native,0,8,12,1,0,4
Asian/Pacific Islander,10,57,62,3,33,52
Unknown,13,62,32,8,9,6
Total,682,2641,1680,144,1137,966
