Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,106,34,14,28,53,50,67,59,53,42,40,58,57
Tuesday,97,29,17,19,68,66,58,72,62,56,54,43,54
Wednesday,130,26,20,21,69,39,83,71,60,52,54,49,68
Thursday,65,33,19,31,52,32,48,68,65,49,63,56,58
Friday,103,30,17,20,45,44,65,64,65,66,79,70,66
Saturday,153,60,52,21,46,37,73,52,45,54,77,72,47
Sunday,118,79,32,23,39,24,47,43,42,47,66,51,29
TOTAL,772,291,171,163,372,292,441,429,392,366,433,399,379
