Spouse,84
Common-Law Spouse,7
Parent,4
Sibling,109
Child,285
Grandparent,6
Grandchild,69
In-Law,16
Stepparent,26
Stepchild,130
Stepsibling,45
Other Family Member,313
Acquaintance,1172
Friend,384
Neighbor,138
Babysittee,56
Boyfriend/Girlfriend,196
Child of Boyfriend/Girlfriend,46
Homosexual Relationship,5
Ex-Spouse,10
Employee,16
Employer,5
Otherwise Known,368
Stranger,399
Unknown,687
Total,4576
