DARE (Drug Abuse Resistance Education),Total
5th Grade Core Lesson,215 graduates
Elementary Visitation Lessons,239 lessons (1420 students)
Middle School Lessons,192 students
High School Lessons,197 students
DARE Camp,58 rising City & 7th graders participated in camp
Group presentations,17
