Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,212,90,75,219,223,167,160,172,249,295,338,333,28
Tuesday,238,94,97,181,216,148,149,172,229,304,327,327,31
Wednesday,214,70,97,206,216,153,179,172,246,296,346,353,28
Thursday,219,111,90,202,233,148,157,157,204,252,263,320,37
Friday,195,101,75,178,233,186,230,202,321,354,348,360,44
Saturday,287,163,98,127,230,230,254,230,264,287,367,390,40
Sunday,304,192,90,143,182,180,172,172,230,251,297,308,30
TOTAL,1669,821,622,1256,1533,1212,1301,1277,1743,2039,2286,2391,238
