Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,355,195,168,457,511,380,391,341,508,429,380,325,146
Tuesday,361,193,163,416,457,331,336,381,485,477,342,322,112
Wednesday,344,164,119,432,499,354,358,367,496,465,395,337,111
Thursday,384,198,149,365,474,307,341,340,516,459,417,303,128
Friday,390,231,160,370,506,382,377,430,746,568,410,364,126
Saturday,414,271,159,172,274,331,394,353,429,453,383,394,146
Sunday,380,243,131,170,254,287,334,330,392,367,319,334,113
TOTAL,2628,1495,1049,2382,2975,2372,2531,2542,3572,3218,2646,2379,882
