Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Illegal Weapons Possession,Drug Law Violations,Liquor Law Violations
2011,231411,Advanced Technology Institute,1,Advanced Technology Institute - Virginia Beach,841,0,0,0
2011,231411,Advanced Technology Institute,2,ATI - Virginia Beach Airport Facility,841,0,0,0
2011,232797,American National University,1,American National University - Salem,3640,0,0,0
2011,232797,American National University,2,American National University - Charlottesville,3640,0,0,0
2011,232797,American National University,3,American National University - Martinsville,3640,0,0,0
2011,232797,American National University,4,American National University - Lynchburg,3640,0,0,0
2011,232797,American National University,5,American National University - Danville,3640,0,0,0
2011,232797,American National University,6,American National University - Princeton,3640,0,0,0
2011,232797,American National University,7,American National University - Harrisonburg,3640,0,0,0
2011,232797,American National University,8,National College of Business & Technology-Bristol,3640,0,0,0
2011,232797,American National University,9,National College of Business & Technology-Knoxville,3640,0,0,0
2011,432348,Appalachian School of Law,1,Main Campus,332,0,0,0
2011,419457,Argosy University-Washington DC,1,Argosy University - Washington,1142,0,0,1
2011,231420,Averett University,1,Main Campus,901,0,0,0
2011,449931,Averett University-Non-traditional programs,1,GPS-Main Campus,1667,0,0,0
2011,449931,Averett University-Non-traditional programs,2,GPS-Chesapeake,1667,0,0,0
2011,449931,Averett University-Non-traditional programs,3,GPS-Quantico,1667,0,0,0
2011,449931,Averett University-Non-traditional programs,4,Richmond,1667,0,0,0
2011,448257,Avi Career Training,1,Main Campus,18,0,0,0
2011,427973,Aviation Institute of Maintenance-Chesapeake,1,Main Campus,391,2,24,1
2011,445762,Aviation Institute of Maintenance-Manassas,1,Main Campus,219,0,0,0
2011,366793,Baptist Theological Seminary at Richmond,1,Main Campus,110,0,0,0
2011,231280,Bar Palma Beauty Careers Academy,1,Main Campus,52,0,2,0
2011,458113,Bethel College,1,Main Campus,87,0,0,0
2011,231536,Blue Ridge Community College,1,Weyers Cave Campus,4836,0,0,0
2011,231554,Bluefield College,1,Main Campus,763,0,0,0
2011,233356,Bon Secours Memorial College of Nursing,1,Main Campus,245,0,0,0
2011,233480,Bon Secours St Mary's Hospital School of Medical Imaging,1,Main Campus,31,0,0,0
2011,231581,Bridgewater College,1,Main Campus,1648,0,0,0
2011,459107,Bryant & Stratton College-Hampton,1,Bryant & Stratton College,400,0,0,0
2011,231828,Bryant & Stratton College-Richmond,1,Richmond Campus,1006,0,0,0
2011,231785,Bryant & Stratton College-Virginia Beach,1,Main Campus,863,0,0,0
2011,441858,Career Training Solutions,1,Main Campus,170,0,0,0
2011,430306,Cayce Reilly School of Massotherapy,1,Main Campus,55,0,1,6
2011,231688,Central School of Practical Nursing,1,Main Campus,56,0,0,0
2011,231697,Central Virginia Community College,1,Main Campus,5461,0,0,0
2011,231697,Central Virginia Community College,2,Altavista Center,5461,0,0,0
2011,231697,Central Virginia Community College,4,Bedford Center,5461,0,0,0
2011,231697,Central Virginia Community College,5,Appomattox Center,5461,0,0,0
2011,231697,Central Virginia Community College,6,Amherst Center,5461,0,0,0
2011,451592,Centura College-Alexandria,1,Centura College,21,0,0,0
2011,420024,Centura College-Chesapeake,1,Centura College,213,0,0,0
2011,377449,Centura College-Newport News,1,Branch Campus,313,0,3,0
2011,377458,Centura College-Norfolk,1,Centura College,245,0,1,0
2011,427982,Centura College-Richmond Main,1,Centura College,250,0,0,0
2011,440378,Centura College-Richmond Westend,1,Centura College,131,0,0,3
2011,232016,Centura College-Virginia Beach,1,Centura College,1605,1,3,3
2011,427894,CET-Alexandria,1,Branch,174,0,0,0
2011,460871,Chamberlain College of Nursing-Virginia,1,Chamberlain College of Nursing-Arlington Campus,219,0,0,0
2011,231712,Christopher Newport University,1,Main Campus,4990,0,1,1
2011,231624,College of William and Mary,1,Main Campus,8200,1,2,17
2011,231624,College of William and Mary,2,VIMS Campus,8200,0,0,0
2011,231624,College of William and Mary,3,DC Campus,8200,0,0,0
2011,231624,College of William and Mary,4,Newport News Campus,8200,0,0,0
2011,455983,Columbia College,1,Main Campus,381,0,0,0
2011,446206,Culpeper Cosmetology Training Center,1,Main Campus,9,0,0,0
2011,231873,Dabney S Lancaster Community College,1,Main Campus,1538,0,0,0
2011,231882,Danville Community College,1,Main Campus,4390,0,2,0
2011,232724,Danville Regional Medical Center School of Health Professions,1,DRMC School of Health Professions,101,0,0,0
2011,440536,DeVry University-Virginia,1,Arlington Campus,1185,0,0,0
2011,440536,DeVry University-Virginia,3,South Hamptons Road Campus,1185,0,0,0
2011,440536,DeVry University-Virginia,4,Manassas Center,1185,0,0,0
2011,451617,Dominion School of Hair Design,1,Dominion School of Hair Design,25,0,0,0
2011,232043,Eastern Mennonite University,1,Main Campus,1521,0,0,0
2011,232052,Eastern Shore Community College,1,Main Campus,1022,0,0,0
2011,231970,Eastern Virginia Medical School,1,Main Campus,1008,0,0,0
2011,248934,ECPI University,1,ECPI University - Virginia Beach,10762,0,3,0
2011,248934,ECPI University,2,ECPI University - Newport News,10762,0,0,0
2011,248934,ECPI University,3,ECPI University - Greensboro,10762,0,0,0
2011,248934,ECPI University,4,ECPI University - Charlotte,10762,0,0,0
