Survey Year,UnitID,Institution Name,Campus ID,Campus Name,Institution Size,Name of Facility,Street Address,Total Fires,Category of Fire,Cause of Fire,Fire-related Injuries,Fire-related Deaths,Property Damage
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 432,432 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 305,305 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 307,307 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 308,308 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 309,309 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 418,418 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 420,420 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 429,429 East College St.,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Second Street Apartments,102 N. 2nd Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Honor House 431,431 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 424,424 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 428,428 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 436,436 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 440,440 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Stone Village 444,444 East College Street,0,,,,,
2011,231581,Bridgewater College,1,Main Campus,1648,Wampler Apts. D,450 East College Street,0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Santoro Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,James River Hall,"1 Avenue of the Arts Newport News, VA 23606",1,Unintentional,Cooking,0,0,$0-$99
2011,231712,Christopher Newport University,1,Main Campus,4990,York River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Potomac River Hall,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,CNU Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Warwick River Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Greek Village Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,CNU Landing Apartments,"1 Avenue of the Arts Newport News, VA 23606",0,,,,,
2011,231712,Christopher Newport University,1,Main Campus,4990,Merrit and Prince Drew Housing,"1 University Place Newport News, VA 23606",,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Barrett Hall,313 Jamestown Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Brown Hall,107 North Boundary Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Bryan Hall,300 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Cabel Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Camm Hall,300 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Chandler Hall,701 Landrum Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Dawson Hall,300 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Dinwiddie Hall,100 Wake Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Dupont Hall,101 Wake Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Faquier Hall,100 Wake Drive,1,Unintentional,Other,0,0,$0-$99
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit A,700 A Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit B,700 B Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit C,700 C Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit D,700 D Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit E,700 E Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit F,700 F Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit G,700 G Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit H,700 H Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit J,700 J Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit K,700 K Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit L,700 L Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Fraternity Unit M,700 M Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Giles Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Gooch Hall,100 Wake Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 100,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 200,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 300,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 400,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 500,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 600,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 700,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 800,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Graduate Housing 900,713 South Henry Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Harrison Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Hughes Hall,221 Ironbound Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Hunt Hall,202 South Boundary Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Jamestown North Hall,700 A Landrum Drive,1,Unintentional,Cooking,0,0,$0-$99
2011,231624,College of William and Mary,1,Main Campus,8200,Jamestown South Hall,700 B Landrum Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Jefferson Hall,231 Jamestown Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Landrum Hall,601 Landrum Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 4,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 6,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 8,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 10,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 12,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 14,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Lodge # 16,240 Gooch Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 100,100 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 200,200 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 300,300 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 400,400 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 500,500 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 600,600 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Ludwell 700,700 Rolfe Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Madison Hall,300 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Monroe Hall,226 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Munford Hall,217 Ironbound Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Nicolas Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Nicholson Hall,100 Wke Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Old Dominion Hall,201 James Blair Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Page Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Pleasants Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Reves Hall,200 South Boundary Street,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #1 - Kappa Kappa Gamma,111 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #2 - Alpha Chi Omega,127-A Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #3 - Chi Omega,127-B Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #4 - Delta Delta Delta,127-C Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #5 - Pi Beta Phi,127-D Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #6 - Kappa Delta,127-E Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #7 - Delta Gamma,129 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #8 - Phi Mu,131 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #9 - Kappa Alpha Theta,155 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority #10 - Delta Sigma Theta,205 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority # 11 - Gamma Phi Beta,195 Armistead Avenue,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Sorority # 12 - Delta Phi,197 Armistead Avenue,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Spotswood Hall,100 Wake Drive,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Stith Hall,300 Richmond Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Taliferro Hall,112 Jamestown Road,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Tazewell Hall,500 Ukrop Way,0,,,,,
2011,231624,College of William and Mary,1,Main Campus,8200,Yates Hall,600 Ukrop Way,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Martin House,1100 Mt Clinton Pike,,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Redmond House,1098 Mt Clinton Pike,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Northlawn,1301 College Ave,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Hillside Suites,1381 College Ave,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Elmwood,1304 Park Rd,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,902 Parkwood Apt,902 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,912 Parkwood Apt,912 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,922 Parkwood Apt,922 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,942 Parkwood Apt,942 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Cedarwood,1080 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Maplewood,1090 Parkwood Dr,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Mt Clinton Apts,1240 Mt Clinton Pike,0,,,,,
2011,232043,Eastern Mennonite University,1,Main Campus,1521,Roselawn,1231 College Ave,0,,,,,
2011,231970,Eastern Virginia Medical School,1,Main Campus,1008,Hague Club Apartments,604A Fairfax Avenue,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Cambridge,31038 Cambridge Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Carriger/Matthews,30491 Garnand Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Caywood,12285 Itta Bena Rd.,,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Collins,30364 Armbrister Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Cottage,30529 Oxford Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Crowe&#39;s Nest,12139 Linden Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Damer,12150 Linden Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Douglas,12303 Itta Bena Rd.,,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Fachilla,12291 Itta Bena Rd.,,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Hillman,12205 Collins Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Inazu Apartment,12158 Alder Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Inazu House,12166 Alder Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Linden/Prillaman,12153 Linden Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Princeton,31157 Princeton Ave,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Stuart,30344 Garnand Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Sullins,30484 Garnand Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Waterhouse,12163 Linden Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Weaver,31099 Oxford Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Wiley Jackson,30410 Armbrister Dr.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,House 14,31037 Cambridge Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,House 15,31043 Cambridge Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,House 16,31051 Cambridge Ave,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,House 17,31057 Cambridge Ave.,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,House 18,12151 Alder Street,0,,,,,
2011,232025,Emory & Henry College,1,Main Campus,982,Elm Hall,30496 Garnand Drive,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Arthur Hall,315 Ferrum Mtn Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Bassett Hall,575 Ferrum Mtn. Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Chapman Hall,165 Museum Drive,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Clark Hall,125 Museum Drive,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Moore Hall,325 Ferrum Mtn Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Riddick Hall,110 Museum Dr.,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Roberts Hall,295 Ferrum Mountain Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Susannah Wesley Hall,210 Museum Drive,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,602 Apartments,Ferrum Mtn Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Ferrum Village East,45 Woodcott Rd.,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Ferrum Village West,205 Nolens Hill Rd,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Hillcrest Apartments,Fieldview Drive,0,,,,,
2011,232089,Ferrum College,1,Ferrum College,1512,Dyer Hall,125 Museum Drive,0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Liberty Square A,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Liberty Square B,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Liberty Square C,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Liberty Square D,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Liberty Square E,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,David King Jr Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 1,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 2,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 3,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 4,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 5,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 6,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 7,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 8,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Housing I - Student Apart 9,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Commonwealth Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Dominion Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Amherst Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Bruswick Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Carroll Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Essex Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Franklin Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Grayson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Hanover Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Washington Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Madison Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Jefferson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Monroe Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Harrison Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Wilson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Adams Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Truman Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Kennedy Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Lincoln Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Jackson Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Roosevelt Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Eisenhower Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Potomac Heights,"4400 University Drive, Fairfax, VA",1,Unintentional,Heating equipment,0,0,"$1,000-$9,999"
2011,232186,George Mason University,1,Main Campus,33320,Blue Ridge,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,Shenandoah,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,HVII-Piedmont Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,HVII-Tidewater Hall,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,HVII-Northern Neck,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,HVIIC - Eastern Shore,"4400 University Drive, Fairfax, VA",0,,,,,
2011,232186,George Mason University,1,Main Campus,33320,HVIIC - Hampton (Future),"4400 University Drive, Fairfax, VA",0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Burrell House,168 Atkinson Ave.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Music House,152 Atkinson Ave.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Thompson House,220 College Rd.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Joyner House,204 College Rd.,,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Reed House,197 College Rd.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Alpha B,689 Alpha Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Alpha C,54 Alpha Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Alpha D,695 Alpha Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Alpha E,717 Alpha Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Alpha F,737 Alpha Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Hampden Unit 1,225 Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Hampden Unit 2,195 Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Hampden Unit 3,151 Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Hampden Unit 4,109 Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Carpenter X,342 E. Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Carpenter Y,300 E. Crawley Drive,1,Intentional,Book was set on fire.,0,0,$0-$99
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Carpenter Z,286 E Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Cushing Hall,366 E. Crawley Drive,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,North Colonnade,390 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,North House,390 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,West Colonnade,410 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,West House,410 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,South Colonade,430 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,South House,430 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,East House,456 W. Crawley Dr.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Venable Hall,77 Via Sacra,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Blake B,113 McFarland Ln.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Blake C,117 McFarland Ln.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Blake D,127 McFarland Ln.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Blake E,131 McFarland Ln.,0,,,,,
2011,232256,Hampden-Sydney College,1,Main Campus,1057,Elliott House,20 McFarland Ln.,0,,,,,
