Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,87,49,26,20,25,52,46,57,64,90,154,184,181
Tuesday,105,53,27,25,28,41,45,57,66,94,157,169,163
Wednesday,87,49,19,15,20,35,41,71,55,105,166,177,172
Thursday,101,57,28,23,28,47,44,44,72,97,154,168,171
Friday,101,57,34,18,31,46,48,58,88,106,163,195,173
Saturday,143,123,48,21,28,31,32,35,56,100,173,193,191
Sunday,161,109,53,19,14,23,41,41,54,106,161,146,155
TOTAL,785,497,235,141,174,275,297,363,455,698,1128,1232,1206
