Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,79,21,7,28,60,60,65,65,77,51,49,38,72
Tuesday,135,26,12,22,77,53,84,68,78,46,63,51,99
Wednesday,70,26,13,13,72,52,69,80,56,49,33,59,84
Thursday,73,26,13,21,49,59,63,64,54,42,37,43,82
Friday,109,28,13,24,55,56,62,65,66,70,54,75,107
Saturday,102,77,45,29,32,36,52,44,49,55,62,76,75
Sunday,132,65,29,11,46,29,33,42,36,51,46,40,88
TOTAL,700,269,132,148,391,345,428,428,416,364,344,382,607
