Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,156,54,48,103,141,110,135,110,163,172,226,234,203
Tuesday,146,64,45,105,125,128,122,123,171,184,204,218,195
Wednesday,167,57,58,105,113,93,127,103,149,182,241,230,216
Thursday,159,67,43,100,106,94,106,113,165,211,237,237,199
Friday,190,85,52,87,127,113,126,129,211,219,259,289,219
Saturday,211,112,54,55,125,128,130,140,188,174,224,244,219
Sunday,220,100,46,49,83,111,118,95,159,165,181,185,176
Total,1249,539,346,604,820,777,864,813,1206,1307,1572,1637,1427
