countyplace,cdbguogid,NAME,state,STA,county,countyname,place,placenm,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
5117349464,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,49464,Marion town,"2,625",16,513,3.1%,117,"2,609",4.5%,67,338,19.8%,5.8%,0.0%
5117370096,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,70096,Saltville town,810,7,178,3.9%,0,561,0.0%,28,117,23.9%,5.8%,0.0%
5117376448,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,76448,Sugar Grove CDP,295,2,64,3.1%,5,299,1.7%,10,42,23.8%,5.8%,0.0%
5117399999,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,99999,,"8,015",57,"1,638",3.5%,108,"7,103",1.5%,246,"1,079",22.8%,5.8%,0.0%
5117509032,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,09032,Boykins town,247,4,64,6.3%,0,196,0.0%,19,42,45.2%,5.3%,0.0%
5117509208,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,09208,Branchville town,61,1,16,6.3%,0,48,0.0%,5,10,50.0%,5.3%,0.0%
5117512904,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,12904,Capron town,74,1,20,5.0%,0,72,0.0%,5,13,38.5%,5.3%,0.0%
5117519600,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,19600,Courtland town,429,6,128,4.7%,0,450,0.0%,28,85,32.9%,5.3%,0.0%
5117540232,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,40232,Ivor town,124,2,39,5.1%,0,127,0.0%,7,26,26.9%,5.3%,0.0%
5117556096,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,56096,Newsoms town,113,2,29,6.9%,0,89,0.0%,9,19,47.4%,5.3%,0.0%
5117599999,519999,VIRGINIA STATE PROGRAM,51,VA,175,Southampton County,99999,,"5,251",77,"1,528",5.0%,0,"5,136",0.0%,347,"1,007",34.5%,5.3%,0.0%
5117774470,519999,VIRGINIA STATE PROGRAM,51,VA,177,Spotsylvania County,74470,Spotsylvania Courthouse CDP,"1,218",58,"1,304",4.4%,0,"1,323",0.0%,234,859,27.2%,3.6%,-9.1%
5117799999,519999,VIRGINIA STATE PROGRAM,51,VA,177,Spotsylvania County,99999,,"30,041","1,649","40,408",4.1%,73,"41,586",0.2%,"6,553","26,627",24.6%,3.6%,-9.1%
5117902112,519999,VIRGINIA STATE PROGRAM,51,VA,179,Stafford County,02112,Aquia Harbour CDP,"2,593",138,"4,102",3.4%,0,"3,713",0.0%,529,"2,703",19.6%,3.7%,-9.1%
5117927264,519999,VIRGINIA STATE PROGRAM,51,VA,179,Stafford County,27264,Falmouth CDP,"1,336",65,"1,843",3.5%,16,"1,932",0.8%,253,"1,214",20.8%,3.7%,-9.1%
5117965136,519999,VIRGINIA STATE PROGRAM,51,VA,179,Stafford County,65136,Quantico Station CDP,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
5117999999,519999,VIRGINIA STATE PROGRAM,51,VA,179,Stafford County,99999,,"26,207","1,397","38,349",3.6%,43,"36,485",0.1%,"5,429","25,270",21.5%,3.7%,-9.1%
5118116880,519999,VIRGINIA STATE PROGRAM,51,VA,181,Surry County,16880,Claremont town,142,2,44,4.5%,0,134,0.0%,9,29,31.0%,4.4%,-0.7%
5118122160,519999,VIRGINIA STATE PROGRAM,51,VA,181,Surry County,22160,Dendron town,92,1,28,3.6%,0,89,0.0%,6,18,33.3%,4.4%,-0.7%
5118176880,519999,VIRGINIA STATE PROGRAM,51,VA,181,Surry County,76880,Surry town,95,1,29,3.4%,0,90,0.0%,6,19,31.6%,4.4%,-0.7%
5118199999,519999,VIRGINIA STATE PROGRAM,51,VA,181,Surry County,99999,,"2,274",30,692,4.3%,0,"2,172",0.0%,141,456,30.9%,4.4%,-0.7%
5118340536,519999,VIRGINIA STATE PROGRAM,51,VA,183,Sussex County,40536,Jarratt town,88,1,14,7.1%,0,82,0.0%,4,9,44.4%,6.0%,-0.4%
5118375840,519999,VIRGINIA STATE PROGRAM,51,VA,183,Sussex County,75840,Stony Creek town,102,1,17,5.9%,0,95,0.0%,4,11,36.4%,6.0%,-0.4%
5118382384,519999,VIRGINIA STATE PROGRAM,51,VA,183,Sussex County,82384,Wakefield town,440,6,93,6.5%,0,224,0.0%,24,61,39.3%,6.0%,-0.4%
5118383600,519999,VIRGINIA STATE PROGRAM,51,VA,183,Sussex County,83600,Waverly town,869,14,178,7.9%,0,578,0.0%,59,117,50.4%,6.0%,-0.4%
5118399999,519999,VIRGINIA STATE PROGRAM,51,VA,183,Sussex County,99999,,"2,625",31,509,6.1%,0,"2,438",0.0%,131,335,39.1%,6.0%,-0.4%
5118508152,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,08152,Bluefield town,"2,231",22,526,4.2%,87,"2,203",3.9%,99,346,28.6%,5.2%,0.0%
5118513784,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,13784,Cedar Bluff town,426,4,98,4.1%,28,410,6.8%,19,64,29.7%,5.2%,0.0%
5118517120,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,17120,Claypool Hill CDP,715,6,156,3.8%,31,601,5.2%,28,103,27.2%,5.2%,0.0%
5118563288,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,63288,Pocahontas town,202,0,10,0.0%,0,98,0.0%,2,7,28.6%,5.2%,0.0%
5118565744,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,65744,Raven CDP,881,5,123,4.1%,10,763,1.3%,21,81,25.9%,5.2%,0.0%
5118566928,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,66928,Richlands town,"1,939",18,376,4.8%,157,"2,096",7.5%,81,248,32.7%,5.2%,0.0%
5118577792,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,77792,Tazewell town,"1,667",18,420,4.3%,36,"1,486",2.4%,82,277,29.6%,5.2%,0.0%
5118599999,519999,VIRGINIA STATE PROGRAM,51,VA,185,Tazewell County,99999,,"10,202",68,"1,627",4.2%,160,"8,211",1.9%,310,"1,072",28.9%,5.2%,0.0%
5118729968,519999,VIRGINIA STATE PROGRAM,51,VA,187,Warren County,29968,Front Royal town,"5,482",181,"3,744",4.8%,339,"6,221",5.4%,697,"2,467",28.3%,4.1%,-9.1%
5118799999,519999,VIRGINIA STATE PROGRAM,51,VA,187,Warren County,99999,,"6,643",293,"7,293",4.0%,7,"8,519",0.1%,"1,092","4,806",22.7%,4.1%,-9.1%
5119100148,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,00148,Abingdon town,"3,587",22,982,2.2%,106,"3,924",2.7%,97,647,15.0%,5.7%,0.0%
5119121184,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,21184,Damascus town,513,5,131,3.8%,0,428,0.0%,22,86,25.6%,5.7%,0.0%
5119125800,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,25800,Emory-Meadow View CDP,808,6,218,2.8%,1,639,0.2%,26,143,18.2%,5.7%,0.0%
5119131056,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,31056,Glade Spring town,566,5,146,3.4%,1,417,0.2%,23,96,24.0%,5.7%,0.0%
5119170096,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,70096,Saltville town,121,1,31,3.2%,0,89,0.0%,5,21,23.8%,5.7%,0.0%
5119199999,519999,VIRGINIA STATE PROGRAM,51,VA,191,Washington County,99999,,"15,436",140,"4,807",2.9%,21,"15,789",0.1%,612,"3,167",19.3%,5.7%,0.0%
5119318400,519999,VIRGINIA STATE PROGRAM,51,VA,193,Westmoreland County,18400,Colonial Beach town,"1,380",33,846,3.9%,132,"1,933",6.8%,149,557,26.8%,5.3%,0.0%
5119352952,519999,VIRGINIA STATE PROGRAM,51,VA,193,Westmoreland County,52952,Montross town,147,3,64,4.7%,0,143,0.0%,14,42,33.3%,5.3%,0.0%
5119399999,519999,VIRGINIA STATE PROGRAM,51,VA,193,Westmoreland County,99999,,"5,338",95,"2,161",4.4%,82,"5,386",1.5%,429,"1,424",30.1%,5.3%,0.0%
5119502040,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,02040,Appalachia town,770,7,86,8.1%,46,603,7.6%,29,57,50.9%,5.7%,0.0%
5119507480,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,07480,Big Stone Gap town,"1,989",16,342,4.7%,73,"1,735",4.2%,71,225,31.6%,5.7%,0.0%
5119517952,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,17952,Coeburn town,779,8,125,6.4%,23,526,4.4%,35,82,42.7%,5.7%,0.0%
5119564272,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,64272,Pound town,444,3,62,4.8%,0,205,0.0%,14,41,34.1%,5.7%,0.0%
5119569936,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,69936,St. Paul town,380,3,54,5.6%,2,217,0.9%,13,35,37.1%,5.7%,0.0%
5119587072,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,87072,Wise town,"1,447",10,224,4.5%,6,750,0.8%,42,148,28.4%,5.7%,0.0%
5119599999,519999,VIRGINIA STATE PROGRAM,51,VA,195,Wise County,99999,,"10,238",83,"1,549",5.4%,208,"6,755",3.1%,363,"1,021",35.6%,5.7%,0.0%
5119729040,519999,VIRGINIA STATE PROGRAM,51,VA,197,Wythe County,29040,Fort Chiswell CDP,376,3,75,4.0%,6,364,1.6%,15,50,30.0%,6.2%,0.0%
5119750312,519999,VIRGINIA STATE PROGRAM,51,VA,197,Wythe County,50312,Max Meadows CDP,212,2,40,5.0%,10,211,4.7%,8,27,29.6%,6.2%,0.0%
5119769456,519999,VIRGINIA STATE PROGRAM,51,VA,197,Wythe County,69456,Rural Retreat town,559,5,133,3.8%,6,536,1.1%,22,88,25.0%,6.2%,0.0%
5119788000,519999,VIRGINIA STATE PROGRAM,51,VA,197,Wythe County,88000,Wytheville town,"3,498",29,778,3.7%,72,"3,592",2.0%,118,512,23.0%,6.2%,0.0%
5119799999,519999,VIRGINIA STATE PROGRAM,51,VA,197,Wythe County,99999,,"6,872",63,"1,484",4.2%,78,"6,700",1.2%,262,978,26.8%,6.2%,0.0%
5119988240,519999,VIRGINIA STATE PROGRAM,51,VA,199,York County,88240,Yorktown CDP,107,1,36,2.8%,0,105,0.0%,8,23,34.8%,3.4%,-0.7%
5119999999,519999,VIRGINIA STATE PROGRAM,51,VA,199,York County,99999,,"19,807",135,"12,378",1.1%,157,"23,857",0.7%,"1,004","8,157",12.3%,3.4%,-0.7%
5151505544,519999,VIRGINIA STATE PROGRAM,51,VA,515,Bedford city,05544,Bedford city,"2,520",23,754,3.1%,140,"2,770",5.1%,106,497,21.3%,5.3%,0.0%
5153011032,519999,VIRGINIA STATE PROGRAM,51,VA,530,Buena Vista city,11032,Buena Vista city,"2,542",41,870,4.7%,108,"2,904",3.7%,177,573,30.9%,5.8%,0.0%
5156017440,519999,VIRGINIA STATE PROGRAM,51,VA,560,,17440,Clifton Forge city,"1,387",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",153,"2,054",7.4%,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0.0%
5158019728,519999,VIRGINIA STATE PROGRAM,51,VA,580,Covington city,19728,Covington city,"2,835",29,557,5.2%,344,"3,343",10.3%,117,367,31.9%,6.8%,0.0%
5159525808,519999,VIRGINIA STATE PROGRAM,51,VA,595,Emporia city,25808,Emporia city,"2,222",22,346,6.4%,106,"2,517",4.2%,85,228,37.3%,7.8%,0.0%
5160026496,519059,FAIRFAX COUNTY,51,VA,600,Fairfax city,26496,Fairfax city,"8,013",150,"6,076",2.5%,123,"8,808",1.4%,557,"4,004",13.9%,3.6%,-9.1%
5161027200,519013,ARLINGTON COUNTY,51,VA,610,Falls Church city,27200,Falls Church city,"4,472",42,"2,458",1.7%,44,"5,477",0.8%,106,"1,620",6.5%,4.5%,-9.1%
5162029600,519999,VIRGINIA STATE PROGRAM,51,VA,620,Franklin city,29600,Franklin city,"3,395",71,970,7.3%,76,"3,841",2.0%,299,639,46.8%,6.5%,0.0%
5164030208,519999,VIRGINIA STATE PROGRAM,51,VA,640,Galax city,30208,Galax city,"2,938",28,565,5.0%,100,"3,098",3.2%,117,372,31.5%,6.1%,0.0%
5167845512,519999,VIRGINIA STATE PROGRAM,51,VA,678,Lexington city,45512,Lexington city,"2,223",13,466,2.8%,24,"2,686",0.9%,37,307,12.1%,8.3%,0.0%
5168348952,519153,PRINCE WILLIAM COUNTY,51,VA,683,Manassas city,48952,Manassas city,"11,785",766,"14,094",5.4%,395,"12,856",3.1%,"2,987","9,287",32.2%,4.2%,-9.1%
5168548968,519153,PRINCE WILLIAM COUNTY,51,VA,685,Manassas Park city,48968,Manassas Park city,"3,253",376,"6,837",5.5%,161,"4,592",3.5%,"1,467","4,505",32.6%,4.1%,-9.1%
5169049784,519999,VIRGINIA STATE PROGRAM,51,VA,690,Martinsville city,49784,Martinsville city,"6,506",85,"1,225",6.9%,716,"6,851",10.5%,284,807,35.2%,11.4%,0.0%
5172057688,519999,VIRGINIA STATE PROGRAM,51,VA,720,Norton city,57688,Norton city,"1,730",14,244,5.7%,204,"1,874",10.9%,61,161,37.9%,6.2%,0.0%
5173563768,519999,VIRGINIA STATE PROGRAM,51,VA,735,Poquoson city,63768,Poquoson city,"4,166",28,"2,346",1.2%,65,"4,598",1.4%,197,"1,546",12.7%,3.5%,-0.7%
5177570000,519999,VIRGINIA STATE PROGRAM,51,VA,775,Salem city,70000,Salem city,"9,933",84,"3,468",2.4%,375,"10,902",3.4%,460,"2,285",20.1%,4.1%,0.0%
5179075216,519999,VIRGINIA STATE PROGRAM,51,VA,790,Staunton city,75216,Staunton city,"9,681",124,"3,524",3.5%,395,"11,256",3.5%,607,"2,322",26.1%,4.6%,0.0%
5182083680,519999,VIRGINIA STATE PROGRAM,51,VA,820,Waynesboro city,83680,Waynesboro city,"8,318",105,"3,066",3.4%,238,"9,655",2.5%,522,"2,020",25.8%,4.5%,0.0%
5183086160,519999,VIRGINIA STATE PROGRAM,51,VA,830,Williamsburg city,86160,Williamsburg city,"3,616",41,"1,367",3.0%,105,"4,597",2.3%,105,901,11.7%,8.7%,-0.7%
