Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,347,178,139,409,616,393,421,373,462,414,305,275,267
Tuesday,312,131,117,401,548,392,384,360,490,424,363,293,304
Wednesday,353,155,122,423,522,388,433,399,483,421,324,302,282
Thursday,362,170,135,404,526,364,414,379,488,459,360,335,275
Friday,388,159,132,363,568,380,465,450,638,513,395,386,328
Saturday,395,233,152,144,308,281,380,331,436,418,350,352,271
Sunday,399,231,157,114,276,278,332,286,384,321,305,308,238
Total,2556,1257,954,2258,3364,2476,2829,2578,3381,2970,2402,2251,1965
