"Offender Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0 - 17,18 - 35,36+,0 - 17,18 - 35,36+
White ,385,993,399,74,219,110
Black ,719,1112,391,56,148,64
Am. Ind./Alskn ,0,4,0,0,0,1
Asian/Pacfc Isl. ,7,12,5,1,2,2
Unknown Race ,42,51,9,7,7,3
TOTAL ,1153,2172,804,138,376,180
Note: ,Gender unknown = 2798.,,,,,
,Age range 0-17 includes unknown age.,,,,,
