Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,24,15,11,8,9,9,8,15,17,15,18,14,13
Tuesday,26,10,8,6,7,8,9,17,21,12,24,18,6
Wednesday,21,23,5,8,9,7,15,15,17,17,14,26,6
Thursday,22,6,11,9,11,9,11,13,19,18,18,16,11
Friday,19,13,2,8,12,6,16,15,21,16,20,26,5
Saturday,29,16,17,8,4,4,9,25,17,15,23,36,12
Sunday,37,29,17,7,7,11,9,15,16,15,17,27,5
Total,178,112,71,54,59,54,77,115,128,108,134,163,58
