Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,171,60,54,103,119,117,140,132,155,210,244,199,233
Tuesday,171,57,49,116,133,98,136,137,164,216,237,227,199
Wednesday,173,66,45,119,131,86,139,110,150,176,234,247,213
Thursday,192,84,37,117,119,107,112,136,162,206,229,243,191
Friday,166,67,47,92,168,117,152,150,250,240,260,308,259
Saturday,193,141,69,74,109,112,170,130,182,206,240,286,225
Sunday,250,134,57,57,90,95,154,121,143,198,239,224,211
TOTAL,1316,609,358,678,869,732,1003,916,1206,1452,1683,1734,1531
