Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,104,56,37,22,20,36,55,63,74,91,165,155,149
Tuesday,100,62,30,24,27,39,39,53,68,98,185,167,130
Wednesday,90,67,37,18,20,44,41,75,60,94,154,164,149
Thursday,107,48,39,15,28,57,50,61,72,90,182,178,131
Friday,122,64,34,19,31,52,57,64,74,131,180,256,182
Saturday,150,135,68,39,34,36,41,37,63,103,165,160,155
Sunday,157,122,59,22,24,34,32,56,71,108,155,165,164
TOTAL,830,554,304,159,184,298,315,409,482,715,1186,1245,1060
