"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-18,19-35,36+,0-18,19-35,36+
White,128,2123,2737,61,1070,1387
Black,38,1040,1398,29,1045,1181
American Indian/Alaskan Native,0,6,6,0,1,3
Asian/Pacific Islander,2,63,70,3,26,24
Unknown Not Reported (45),38,60,109,19,54,54
,,,,,,
Total,206,3292,4320,112,2196,2649
