Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,347,165,93,73,117,153,205,224,233,300,408,376,432
Tuesday,301,152,67,81,136,150,180,240,239,266,390,367,420
Wednesday,274,157,68,64,121,160,160,238,202,292,342,369,415
Thursday,323,149,75,63,129,169,190,215,245,246,374,391,427
Friday,377,169,71,68,139,155,203,201,259,300,426,584,486
Saturday,572,413,182,112,118,126,177,174,207,317,459,503,489
Sunday,602,420,181,67,126,128,134,165,220,296,359,364,470
TOTAL,2796,1625,737,528,886,1041,1249,1457,1605,2017,2758,2954,3139
