Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,105,60,27,16,31,47,45,75,68,102,172,167,11
Tuesday,119,62,24,14,33,54,47,47,84,92,168,160,13
Wednesday,119,63,33,22,36,34,43,69,77,104,161,150,13
Thursday,127,54,39,27,32,55,41,57,61,102,170,159,17
Friday,111,70,60,25,35,62,57,84,88,121,168,200,19
Saturday,170,124,54,31,41,46,44,55,64,110,174,183,17
Sunday,159,130,50,22,20,30,43,56,70,109,145,141,12
TOTAL,910,563,287,157,228,328,320,443,512,740,1158,1160,102
