"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-18,19-35,36+,0-18,19-35,36+
White,377,1543,831,79,607,532
Black,304,1202,800,68,482,310
American Indian/Alaskan Native,0,10,5,1,3,1
Asian/Pacific Islander,9,70,61,4,43,48
Unknown,16,63,31,5,15,11
Total,706,2888,1728,157,1150,902
