"Victim Age, Gender and Race",,,,,,
Race,Male,,,Female,,
,0-18,19-35,36+,0-18,19-35,36+
White,1499,3663,2130,2220,2297,1526
Black,1165,3012,1941,1266,1905,1014
American Indian/Alaskan Native,3,16,7,7,3,2
Asian/Pacific Islander,18,91,74,25,71,62
Unknown,74,113,51,63,45,20
Total,2759,6895,4203,3581,4321,2624
