Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,81,31,14,17,52,48,74,74,55,49,56,58,67
Tuesday,94,16,13,21,52,65,66,55,51,45,47,38,78
Wednesday,77,18,13,22,55,50,58,66,59,52,51,62,72
Thursday,135,38,13,23,73,48,59,73,65,51,54,71,77
Friday,98,45,25,26,55,40,69,69,54,51,70,81,74
Saturday,131,66,41,26,35,27,53,59,46,60,76,75,41
Sunday,116,71,42,20,36,25,57,44,45,42,51,52,38
TOTAL,732,285,161,155,358,303,436,440,375,350,405,437,447
