Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,81,41,19,14,25,32,38,57,45,69,116,124,5
Tuesday,56,45,19,12,26,29,40,45,60,83,116,112,3
Wednesday,73,39,10,15,19,42,34,45,46,66,114,111,4
Thursday,65,36,20,13,27,28,40,46,61,67,94,106,2
Friday,83,60,26,9,18,33,41,72,57,84,101,114,7
Saturday,93,74,30,20,29,35,28,31,49,60,93,115,3
Sunday ,91,74,30,16,20,27,31,26,42,73,113,108,4
TOTAL,542,369,154,99,164,226,252,322,360,502,747,790,28
