Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday ,307,123,53,61,130,149,221,205,227,228,308,295,60
Tuesday ,276,123,62,58,155,142,191,186,218,265,298,305,69
Wednesday ,273,111,47,71,110,152,169,220,213,215,298,309,44
Thursday ,257,126,59,60,130,126,161,205,226,259,284,300,66
Friday ,343,173,67,59,132,131,180,234,231,278,314,365,53
Saturday ,508,299,131,77,109,139,138,176,206,239,307,403,49
Sunday ,469,340,134,57,96,119,142,142,216,283,313,311,60
Total,2433,1295,553,443,862,958,1202,1368,1537,1767,2122,2288,401
