Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,331,132,104,351,519,389,450,370,412,358,268,253,64
Tuesday,270,125,149,399,534,368,384,405,420,367,327,231,72
Wednesday,259,131,125,369,492,351,382,330,418,342,299,222,54
Thursday,286,123,119,364,515,379,367,355,403,348,299,252,56
Friday,312,132,119,349,541,384,438,402,551,404,319,301,76
Saturday,368,177,100,128,271,269,361,295,364,317,281,291,66
Sunday,300,183,99,116,216,262,333,283,345,273,258,260,64
Total,2126,1003,815,2076,3088,2402,2715,2440,2913,2409,2051,1810,452
