Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,117,22,10,13,60,55,108,75,58,46,52,42,32
Tuesday,97,18,16,13,83,49,73,57,55,56,39,43,41
Wednesday,102,18,15,20,56,43,70,86,68,48,44,52,24
Thursday,82,22,12,19,57,48,53,83,64,50,47,47,37
Friday,121,36,11,22,70,40,70,63,66,62,62,63,36
Saturday,136,59,23,20,39,32,44,51,65,55,58,85,29
Sunday,104,64,36,9,36,31,37,34,55,54,40,42,34
TOTAL ,759,239,123,116,401,298,455,449,431,371,342,374,233
