yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
199451101,1994,51101,VA,King William County,12014,7852,3950,3902,8,2047,38,136,,5623,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,0,30,0,25,0,0,0,5,17,0,17,0,16,0,0,1,,0,0,0,0,11842,187,22,165,2,1,5,14,52,92,18,3
199551101,1995,51101,VA,King William County,12140,7985,4022,3963,10,2034,37,130,,5774,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29,0,29,0,25,0,0,0,4,17,0,17,0,14,0,0,3,,0,0,0,0,12200,225,17,208,0,2,6,9,49,146,12,1
199651101,1996,51101,VA,King William County,12318,8149,4114,4035,13,2009,43,127,,5957,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,27,0,27,0,21,0,0,0,6,11,0,11,0,9,0,0,2,,0,0,0,0,12305,145,7,138,0,1,2,4,30,100,8,0
199751101,1997,51101,VA,King William County,12474,8274,4183,4091,13,1990,39,127,,6105,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,18,0,18,0,13,0,0,0,5,7,0,7,0,5,0,0,2,,0,0,0,0,12413,170,14,156,1,0,4,9,44,105,7,0
199851101,1998,51101,VA,King William County,12813,8517,4296,4221,13,1988,43,130,,6343,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,22,,,0,16,0,0,0,6,15,,,0,10,0,0,0,5,0,0,0,0,12577,161,5,156,0,0,0,5,39,106,11,0
199951101,1999,51101,VA,King William County,12992,8661,4377,4284,14,1962,39,125,,6521,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,28,,,0,21,0,0,0,7,20,,,0,15,0,0,0,5,0,0,0,0,12921,177,16,161,0,0,0,16,21,125,15,0
200051101,2000,51101,VA,King William County,13238,8822,4461,4361,35,1952,79,126,,6630,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,52,,,0,39,0,0,0,13,18,0,18,0,13,0,0,0,5,0,0,0,0,13146,219,18,201,0,1,2,15,42,142,15,2
200151101,2001,51101,VA,King William County,13412,8934,4520,4414,41,1940,97,137,,6719,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,66,,,0,50,0,0,0,16,24,,,0,18,0,0,0,6,0,0,0,0,13349,166,14,152,0,5,2,7,19,120,12,1
200251101,2002,51101,VA,King William County,13589,9126,4617,4509,46,1968,115,132,,6865,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,58,4,54,0,42,0,0,0,16,14,,,0,10,0,0,0,4,0,0,0,0,13546,174,13,161,1,1,5,6,32,116,12,1
200351101,2003,51101,VA,King William County,13808,9296,4705,4591,48,1982,122,135,,7009,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,7,53,0,37,0,0,0,23,19,,,0,11,0,0,0,8,0,0,0,0,13998,117,14,103,2,2,3,7,15,79,9,0
200451101,2004,51101,VA,King William County,13975,9397,4794,4603,52,1938,135,141,,7131,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,8,52,0,39,0,0,0,21,22,5,17,0,13,0,0,0,9,0,0,0,0,14272,130,6,124,0,2,1,3,20,91,13,0
200551101,2005,51101,VA,King William County,14278,9648,4933,4715,67,1937,147,147,,7350,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,68,9,59,,49,0,0,2,17,27,5,22,,19,0,0,1,7,0,0,0,0,14541,111,8,103,0,0,1,7,22,72,8,1
200651101,2006,51101,VA,King William County,14874,10029,5107,4922,66,1949,166,145,,7703,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,68,13,55,0,39,0,0,0,29,27,5,22,0,13,0,0,0,14,0,0,0,0,14879,137,17,120,0,1,4,12,21,85,14,0
200751101,2007,51101,VA,King William County,15296,10344,5250,5094,71,1965,190,147,,7971,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,99,22,77,,63,0,0,1,35,46,11,35,,30,0,0,1,15,0,0,0,0,15684,121,13,108,1,0,2,10,26,77,2,3
200851101,2008,51101,VA,King William County,15604,10505,5385,5120,73,1991,176,139,,8126,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,78,12,66,0,43,0,0,0,35,30,4,26,0,13,0,0,0,17,0,0,0,0,15973,126,7,119,0,0,4,3,18,83,17,1
200951101,2009,51101,VA,King William County,15768,10588,5449,5139,86,1931,191,143,,8237,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,74.6,11.2,63.4,,41.4,0,0,0.2,33,29.5,4.5,25,0,16.5,0,0,0,13,0,0,0,0,16454,107,7,100,0,1,2,4,25,62,12,1
201051101,2010,51101,VA,King William County,15927,10710,5494,5216,87,1951,204,154,,8314,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,71.2,10.4,60.8,,39.8,0,0,0.4,31,29,5,24,0,20,0,0,0,9,0,0,0,0,15935,155,10,145,0,0,1,9,36,104,5,0
201151101,2011,51101,VA,King William County,15998,10746,5505,5241,93,1962,207,144,,8340,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,67.8,9.6,58.2,,38.2,0,0,0.6,29,17,0,17,0,12,0,0,0,5,0,0,0,0,16125,171,11,160,1,3,5,2,61,96,3,0
201251101,2012,51101,VA,King William County,16015,10762,5514,5248,93,1947,208,144,,8370,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,64.4,8.8,55.6,,36.6,0,0,0.8,27,19,,,,12,0,0,1,6,0,0,0,0,16157,164,14,150,0,1,0,13,39,99,12,0
201351101,2013,51101,VA,King William County,15977,10666,5467,5199,90,1912,222,136,,8306,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,61,8,53,,35,0,0,1,25,15,,,0,5,0,0,0,10,0,0,0,0,16019,137,9,128,0,1,2,6,27,92,9,0
201451101,2014,51101,VA,King William County,16095,10668,5504,5164,105,1877,229,139,,8318,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16133,96,7,89,0,0,1,6,18,64,7,0
201551101,2015,51101,VA,King William County,16148,10654,5475,5179,116,1852,252,145,,8289,suburban,South,South Atlantic,14,40060,273.932,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
201651101,2016,51101,VA,King William County,16281,10695,5464,5231,132,1825,268,151,,8319,suburban,South,South Atlantic,14,40060,273.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197051103,1970,51103,VA,Lancaster County,9083,5378,2791,2587,,2024,,,3,3351,rural,South,South Atlantic,330,,133.298,0,,,,4,0,3,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197151103,1971,51103,VA,Lancaster County,8948,5305,2752,2553,,1968,,,3,3334,rural,South,South Atlantic,330,,133.298,0,,,,5.125,0,4.25,,,,,,1.25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197251103,1972,51103,VA,Lancaster County,9166,5495,2844,2651,,2016,,,4,3475,rural,South,South Atlantic,330,,133.298,0,,,,6.25,0,5.5,,,,,,1.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197351103,1973,51103,VA,Lancaster County,9397,5694,2946,2748,,2064,,,5,3625,rural,South,South Atlantic,330,,133.298,0,,,,7.375,0,6.75,,,,,,1.75,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197451103,1974,51103,VA,Lancaster County,9487,5784,2995,2789,,2075,,,5,3704,rural,South,South Atlantic,330,,133.298,0,,,,8.5,0,8,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197551103,1975,51103,VA,Lancaster County,9756,6002,3110,2892,,2125,,,8,3869,rural,South,South Atlantic,330,,133.298,0,,,,9.625,0,9.25,,,,,,2.25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197651103,1976,51103,VA,Lancaster County,9843,6038,3131,2907,,2114,,,9,3915,rural,South,South Atlantic,330,,133.298,0,,,,10.75,0,10.5,,,,,,2.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197751103,1977,51103,VA,Lancaster County,9915,6101,3165,2936,,2116,,,10,3975,rural,South,South Atlantic,330,,133.298,0,,,,11.875,0,11.75,,,,,,2.75,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10112,207,15,192,0,0,0,15,72,114,6,0
197851103,1978,51103,VA,Lancaster County,10356,6426,3338,3088,,2206,,,12,4208,rural,South,South Atlantic,330,,133.298,156.4286,,,,13,0,13,,,,,,3,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10073,168,12,156,0,0,1,11,63,86,7,0
197951103,1979,51103,VA,Lancaster County,10361,6401,3330,3071,,2179,,,12,4210,rural,South,South Atlantic,330,,133.298,209.5429,,,,11.8,0,11.6,,,,,,2.6,0,1.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198051103,1980,51103,VA,Lancaster County,10145,6198,3226,2972,,2115,,,12,4071,rural,South,South Atlantic,330,,133.298,262.6572,,,,10.6,0,10.2,,,,,,2.2,0,1.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10087,164,7,157,0,0,1,6,50,102,3,2
198151103,1981,51103,VA,Lancaster County,10211,6222,3238,2984,,2109,,,12,4101,rural,South,South Atlantic,330,,133.298,315.7715,,,,9.4,0,8.8,,,,,,1.8,0,1.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10281,199,7,192,1,0,1,5,42,143,5,2
198251103,1982,51103,VA,Lancaster County,10227,6180,3223,2957,,2075,,,11,4094,rural,South,South Atlantic,330,,133.298,368.8857,,,,8.2,0,7.4,,,,,,1.4,0,1.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10405,204,18,186,2,0,1,15,60,114,7,5
198351103,1983,51103,VA,Lancaster County,10208,6131,3199,2932,,2045,,,13,4073,rural,South,South Atlantic,330,,133.298,422,,,,7,1,6,,,,,,1,0,1.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10516,214,21,193,2,1,1,17,63,120,5,5
198451103,1984,51103,VA,Lancaster County,10352,6185,3235,2950,,2043,,,13,4129,rural,South,South Atlantic,330,,133.298,393.6,,,,9.6,1,9.6,,,,,,1,0,1.4,0,0,0,0,0,0,,,,4,0,4,0,,0,0,4,,,,,,,,,,,0,0,0,0,10622,202,25,177,0,0,2,23,45,127,4,1
198551103,1985,51103,VA,Lancaster County,10472,6213,3254,2959,,2035,,,13,4165,rural,South,South Atlantic,330,,133.298,365.2,,,,12.2,1,13.2,,,,,,1,0,1.3,0,0,0,0,0,0,,,,8,0,8,0,,0,0,2,6,8,0,8,0,,0,0,1,7,0,0,0,0,10733,166,23,143,2,4,1,16,51,86,4,2
198651103,1986,51103,VA,Lancaster County,10610,6260,3284,2976,,2042,,,13,4205,rural,South,South Atlantic,330,,133.298,336.8,,,,14.8,1,16.8,,,,,,1,0,1.2,0,0,0,0,0,0,,,,15,0,15,0,,0,0,3,12,13,,,0,,0,0,3,10,0,0,0,0,10926,149,36,113,1,2,1,32,36,66,7,4
198751103,1987,51103,VA,Lancaster County,10724,6278,3299,2979,,2034,,,13,4231,rural,South,South Atlantic,330,,133.298,308.4,,,,17.4,1,20.4,,,,,,1,0,1.1,0,0,0,0,0,0,,,,13,0,13,0,,0,0,3,10,9,,,0,4,0,0,0,5,0,0,0,0,11325,149,35,114,0,2,0,33,47,58,9,0
198851103,1988,51103,VA,Lancaster County,10770,6259,3297,2962,,2017,,,15,4227,rural,South,South Atlantic,330,,133.298,280,,,,20,1,24,,,,,,1,0,1,12,0,0,0,0,0,,,,14,0,14,0,4,0,0,0,10,9,0,9,0,4,0,0,0,5,0,0,0,0,11273,225,43,182,1,1,2,39,91,79,9,3
198951103,1989,51103,VA,Lancaster County,10835,6225,3289,2936,,2001,,,14,4210,rural,South,South Atlantic,330,,133.298,278.2468,,,,22.2,1,23.81818,,,,,,2,0,2,11.35294,0,0,0,0,0,,,,23,,,0,11,0,0,0,12,22,,,0,15,0,0,0,7,0,0,0,0,11050,147,25,122,0,2,0,23,60,53,9,0
199051103,1990,51103,VA,Lancaster County,10925,6210,3292,2918,7,1957,10,1,,4235,rural,South,South Atlantic,330,,133.298,276.4935,,,,24.4,1,23.63636,0,19.6,0,0,9.6,3,0,3,10.70588,0,0,0,0,0,,,,22,0,22,0,13,0,0,0,9,26,,,0,21,0,0,0,5,0,0,0,0,10896,119,20,99,0,0,0,20,39,55,4,1
199151103,1991,51103,VA,Lancaster County,10955,6190,3280,2910,7,1975,10,1,,4197,rural,South,South Atlantic,330,,133.298,274.7403,,,,26.6,1,23.45455,0,22.4,0,0,9.4,4,0,4,10.05882,0,0,0,0,0,,,,19,,,0,13,0,0,0,6,21,,,0,19,0,0,2,,0,0,0,0,11069,160,27,133,1,6,0,20,43,79,11,0
199251103,1992,51103,VA,Lancaster County,11005,6198,3289,2909,7,1981,10,1,,4199,rural,South,South Atlantic,330,,133.298,272.987,,,,28.8,1,23.27273,0,25.2,0,0,9.2,5,0,5,9.411765,0,0,0,0,0,,,,19,0,19,0,13,0,0,0,6,22,,,0,18,0,0,0,4,0,0,0,0,11228,165,27,138,0,1,0,26,41,88,6,3
199351103,1993,51103,VA,Lancaster County,11083,6241,3304,2937,8,1988,10,2,,4233,rural,South,South Atlantic,330,,133.298,271.2338,,,,31,1,23.09091,0,28,0,0,9,6,0,6,8.764706,0,0,0,0,0,,,,42,,,0,31,0,0,0,11,37,,,0,30,0,0,0,7,0,0,0,0,,,,,,,,,,,,
199451103,1994,51103,VA,Lancaster County,11155,6252,3317,2935,8,1992,9,2,,4241,rural,South,South Atlantic,330,,133.298,269.4805,,,,29.83333,1,22.90909,0,26.5,0,0,8.166667,7.166667,0,7,8.117647,0,0,0,0,0,,,,44,,,0,32,0,0,0,12,33,,,0,27,0,0,0,6,0,0,0,0,11173,166,37,129,0,8,0,29,49,76,4,0
199551103,1995,51103,VA,Lancaster County,11349,6333,3373,2960,9,2028,9,2,,4285,rural,South,South Atlantic,330,,133.298,267.7273,,,,28.66667,1,22.72727,0,25,0,0,7.333333,8.333333,0,8,7.470588,0,0,0,0,0,,,,47,4,43,0,34,0,0,0,13,27,6,21,0,24,0,0,3,,0,0,0,0,11205,150,26,124,0,1,1,24,44,72,3,5
199651103,1996,51103,VA,Lancaster County,11447,6441,3436,3005,11,2054,10,2,,4364,rural,South,South Atlantic,330,,133.298,265.974,,,,27.5,1,22.54545,0,23.5,0,0,6.5,9.5,0,9,6.823529,0,0,0,0,0,,,,41,,,0,31,0,0,0,10,22,,,0,20,0,0,2,,0,0,0,0,11301,175,31,144,1,0,4,26,60,81,3,0
199751103,1997,51103,VA,Lancaster County,11440,6394,3424,2970,13,2043,9,3,,4326,rural,South,South Atlantic,330,,133.298,264.2208,,,,26.33333,1,22.36364,0,22,0,0,5.666667,10.66667,0,10,6.176471,0,0,0,0,0,,,,36,,,0,28,0,0,0,8,21,,,0,18,0,0,3,,0,0,0,0,11400,152,28,124,0,1,2,25,47,70,7,0
199851103,1998,51103,VA,Lancaster County,11529,6425,3451,2974,14,2043,9,3,,4356,rural,South,South Atlantic,330,,133.298,262.4675,,,,25.16667,1,22.18182,0,20.5,0,0,4.833333,11.83333,0,11,5.529412,0,0,0,0,0,,,,36,,,0,28,0,0,0,8,24,0,24,0,18,0,0,0,6,0,0,0,0,11381,169,25,144,0,4,4,17,57,79,6,2
199951103,1999,51103,VA,Lancaster County,11487,6423,3450,2973,13,2042,9,4,,4355,rural,South,South Atlantic,330,,133.298,260.7143,,,,24,1,22,0,19,0,0,4,13,1,12,4.882353,0,0,0,0,0,,,,29,0,29,0,21,0,0,0,8,10,,,0,6,0,0,0,4,0,0,0,0,11510,166,16,150,0,1,2,13,40,103,6,1
200051103,2000,51103,VA,Lancaster County,11549,6525,3492,3033,30,2050,36,12,,4397,rural,South,South Atlantic,330,,133.298,252.0238,319,54,265,23.83333,1.166667,20.33333,0,16.83333,0,0,4.666667,11.33333,1,10.33333,4.235294,0,0,0,0,0,30,2,28,65,8,57,0,51,0,0,0,14,24,4,20,0,20,0,0,0,4,0,0,0,0,10371,149,15,134,0,2,1,12,42,87,5,0
200151103,2001,51103,VA,Lancaster County,11401,6471,3444,3027,30,2025,36,12,,4368,rural,South,South Atlantic,330,,133.298,243.3333,313,30,283,23.66667,1.333333,18.66667,0,14.66667,0,0,5.333333,9.666667,1,8.666667,3.588235,0,0,0,0,0,22,3,22,82,18,64,0,62,0,0,0,20,29,8,21,0,23,0,0,0,6,0,0,0,0,10531,140,18,122,3,2,2,11,38,74,9,1
200251103,2002,51103,VA,Lancaster County,11417,6494,3456,3038,29,2021,39,12,,4393,rural,South,South Atlantic,330,,133.298,234.6429,346,37,309,23.5,1.5,17,0,12.5,0,0,6,8,1,7,2.941176,0,0,0,0,0,30,4,26,81,6,75,0,70,0,0,0,11,26,,,0,24,0,0,2,,0,0,0,0,10686,156,14,142,0,2,1,11,36,99,6,1
200351103,2003,51103,VA,Lancaster County,11519,6614,3510,3104,33,2029,42,12,,4498,rural,South,South Atlantic,330,,133.298,225.9524,351,23,328,23.33333,1.666667,15.33333,0,10.33333,0,0,6.666667,6.333333,1,5.333333,2.294118,0,0,0,0,0,30,2,28,83,8,75,0,64,0,0,0,19,23,,,0,16,0,0,0,7,0,0,0,0,10418,144,8,136,0,1,1,6,48,78,9,1
200451103,2004,51103,VA,Lancaster County,11514,6601,3495,3106,32,2033,40,14,,4482,rural,South,South Atlantic,330,,133.298,217.2619,254,41,213,23.16667,1.833333,13.66667,0,8.166667,0,0,7.333333,4.666667,1,3.666667,1.647059,0,0,0,0,0,26,7,19,77,10,67,0,56,0,0,0,21,22,,,0,16,0,0,0,6,0,0,0,0,10996,138,7,131,0,1,1,5,49,78,4,0
200551103,2005,51103,VA,Lancaster County,11533,6568,3477,3091,41,1997,55,11,,4464,rural,South,South Atlantic,330,,133.298,208.5714,307,40,267,23,2,12,0,6,0,0,8,3,1,2,1,0,1,1,0,0,22,2,20,61,6,55,0,49,0,0,0,12,14,,,0,11,0,0,3,,0,0,0,0,11017,129,5,124,1,3,1,0,33,86,5,0
200651103,2006,51103,VA,Lancaster County,11551,6597,3476,3121,36,2028,64,12,,4457,rural,South,South Atlantic,330,,133.298,216.875,361,52,309,23.75,2,13.875,0,7.75,0,0,8.125,5,1,2,1.125,0,1,1,0,0,28,4,24,61,6,55,0,47,0,0,0,14,19,,,0,15,0,0,0,4,0,0,0,0,10529,113,15,98,2,2,1,10,20,75,1,2
200751103,2007,51103,VA,Lancaster County,11573,6601,3524,3077,35,2052,61,13,,4440,rural,South,South Atlantic,330,,133.298,225.1785,363,44,319,24.5,2,15.75,0,9.5,0,0,8.25,7,1,2,1.25,0,1,1,0,0,32,2,30,69,6,63,0,52,0,0,0,17,23,,,0,17,0,0,0,6,0,0,0,0,11482,149,15,134,0,2,3,10,34,92,6,2
200851103,2008,51103,VA,Lancaster County,11481,6537,3503,3034,38,2020,68,13,,4398,rural,South,South Atlantic,330,,133.298,233.4821,366,36,330,25.25,2,17.625,0,11.25,0,0,8.375,9,1,2,1.375,0,1,1,0,0,30,5,25,72,4,68,0,44,0,,1,27,26,,,0,15,0,0,0,11,0,0,0,0,11482,159,10,149,1,1,0,8,35,102,12,0
200951103,2009,51103,VA,Lancaster County,11403,6422,3397,3025,38,2030,68,13,,4273,rural,South,South Atlantic,330,,133.298,241.7857,368,28,340,26,2,19.5,0,13,0,0,8.5,11,1,2,1.5,0,1,1,0,0,27,2,25,66.2,3.8,62.4,0,40.6,0,,0.8,24.8,21.5,,,0,12.5,0,0,0.5,8.5,0,0,0,0,11495,171,19,152,0,3,2,14,55,91,6,0
201051103,2010,51103,VA,Lancaster County,11390,6334,3354,2980,38,2026,69,13,,4188,rural,South,South Atlantic,330,,133.298,250.0893,330,30,300,26.75,2,21.375,0,14.75,0,0,8.625,13,1,2,1.625,0,1,1,0,0,29,2,27,60.4,3.6,56.8,0,37.2,0,,0.6,22.6,17,0,17,0,10,0,0,1,6,0,0,0,0,11391,164,8,156,2,3,0,3,35,113,7,1
201151103,2011,51103,VA,Lancaster County,11362,6308,3348,2960,40,2028,71,13,,4156,rural,South,South Atlantic,330,,133.298,258.3929,335,44,291,27.5,2,23.25,0,16.5,0,0,8.75,15,1,2,1.75,0,1,1,0,0,28,2,26,54.6,3.4,51.2,0,33.8,0,,0.4,20.4,11,,,0,7,0,0,0,4,0,0,0,0,11527,197,13,184,1,5,0,7,40,139,4,1
201251103,2012,51103,VA,Lancaster County,11276,6234,3275,2959,43,2018,84,11,,4078,rural,South,South Atlantic,330,,133.298,266.6964,294,34,260,28.25,2,25.125,0,18.25,0,0,8.875,17,1,2,1.875,0,1,1,0,0,25,3,22,48.8,3.2,45.6,0,30.4,0,,0.2,18.2,12,0,12,0,8,0,0,0,4,0,0,0,0,11465,139,8,131,1,4,0,3,23,102,4,2
201351103,2013,51103,VA,Lancaster County,11125,6054,3176,2878,43,1968,96,12,,3935,rural,South,South Atlantic,330,,133.298,275,275,25,250,29,2,27,0,20,0,0,9,19,1,2,2,0,1,1,0,0,29,2,27,43,,,0,27,0,0,0,16,14,,,0,8,0,0,0,6,0,0,0,0,11217,55,13,42,0,3,1,9,2,38,0,2
201451103,2014,51103,VA,Lancaster County,10966,5880,3089,2791,43,1968,89,14,,3766,rural,South,South Atlantic,330,,133.298,275,,,,29,2,27,0,20,0,0,9,19,1,2,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11100,73,14,59,0,5,1,8,10,49,0,0
201551103,2015,51103,VA,Lancaster County,10874,5759,3008,2751,44,1934,98,14,,3669,rural,South,South Atlantic,330,,133.298,275,,,,29,2,27,0,20,0,0,9,19,1,2,2,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
201651103,2016,51103,VA,Lancaster County,10836,5692,2990,2702,46,1891,117,19,,3619,rural,South,South Atlantic,330,,133.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197051105,1970,51105,VA,Lee County,20642,12497,6535,5962,,51,,,2,12444,rural,South,South Atlantic,256,,435.377,0,,,,6,0,6,,,,,,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197151105,1971,51105,VA,Lee County,21913,13340,6941,6399,,54,,,2,13284,rural,South,South Atlantic,256,,435.377,0,,,,7.25,0,7.25,,,,,,4,0,2.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197251105,1972,51105,VA,Lee County,22215,13527,7006,6521,,54,,,4,13469,rural,South,South Atlantic,256,,435.377,0,,,,8.5,0,8.5,,,,,,5,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197351105,1973,51105,VA,Lee County,22433,13667,7056,6611,,54,,,8,13605,rural,South,South Atlantic,256,,435.377,0,,,,9.75,0,9.75,,,,,,6,0,2.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197451105,1974,51105,VA,Lee County,23051,14052,7237,6815,,53,,,11,13988,rural,South,South Atlantic,256,,435.377,0,,,,11,0,11,,,,,,7,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197551105,1975,51105,VA,Lee County,24027,14686,7548,7138,,52,,,15,14619,rural,South,South Atlantic,256,,435.377,0,,,,12.25,0,12.25,,,,,,8,0,1.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197651105,1976,51105,VA,Lee County,25182,15503,7949,7554,,51,,,18,15434,rural,South,South Atlantic,256,,435.377,0,,,,13.5,0,13.5,,,,,,9,0,1.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,,,,,,,,,,,,
197751105,1977,51105,VA,Lee County,25512,15715,8033,7682,,50,,,22,15643,rural,South,South Atlantic,256,,435.377,0,,,,14.75,0,14.75,,,,,,10,0,1.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,356,1626,1088,25451,113,14,99,4,2,0,8,77,15,7,0
