2004,2003,,2004,2003
1,-,HOMICIDE,-,-
8,6,RAPE,8,4
3,6,ROBBERY,2,6
118,148,ASSAULT,103,123
27,36,BURGLARY,19,12
270,300,LARCENY,83,75
24,16,AUTO THEFT,13,7
451,512,TOTALS,228,228
