Race,Male,,,Female,,
,0-17,18-35,36+,0-17,18-35,36+
White,563,1602,930,122,436,258
Black,681,1432,610,189,546,203
Am. Ind./Alskn,0,0,3,0,1,0
Asian/Pacfc Isl.,9,21,4,0,3,0
Unknown,51,12,5,12,6,3
Total,1304,3067,1552,323,992,464
