Cats Trapped and Picked up,,,
Animal Control,,31,
Citizens,,36,
Total,,67,
1/2/2014,82nd Street,1,
2/4/2014,Steeplechase Loop Candlewood/ Martha Lee Dr,1,
2/6/2014,.,1,DOA
2/6/2014,Shiloh Pk,1,
2/8/2014,E.Pembroke Avenue,1,DOA
2/8/2014,Richmond/ Mallory,1,
2/9/2014,Kecoughtan Rd/ Earl Street,1,DOA
2/10/2014,Fox Hill Rd/ Pine Grove,1,DOA
2/13/2014,Windmill Point,1,
2/15/2014,Parkway,1,
2/16/2014,Briarfield Road,1,
2/19/2014,Bethel Ave,1,DOA
2/20/2014,Windmill Point,1,
2/21/2014,Andrews Blvd.,1,DOA
2/21/2014,N. King Street/ Langston Blvd.,1,DOA
2/21/2014,Union Street,1,DOA
2/22/2014,Pershing Ct,1,DOA
2/23/2014,Shell Road,5,
2/23/2014,E. Taylor Avenue,1,
2/24/2014,Covenant Ct,1,
2/24/2014,Floyd Thompson Drive,1,
2/25/2014,Woodcrest Drive,1,DOA
2/25/2014,Brightwood Avenue,1,
2/26/2014,Reflection Lane,1,
2/27/2014,Lasalle Avenue,1,
2/27/2014,Lasalle Avenue,1,DOA
2/28/2014,Big Bethel Rd/ Old Big Bethel,1,DOA
2/28/2014,Armstrong Drive,1,
