Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,223,94,79,173,202,165,161,176,207,264,374,362,36
Tuesday,220,88,69,146,185,126,160,170,224,290,343,341,44
Wednesday,212,120,80,163,186,133,186,157,234,306,312,333,38
Thursday,221,92,63,179,193,120,168,153,199,267,340,319,27
Friday,259,94,68,159,212,159,205,200,279,329,349,375,43
Saturday,306,143,78,136,187,160,194,204,244,270,363,391,27
Sunday,306,150,92,84,144,151,185,183,185,247,328,318,36
TOTAL,1747,781,529,1040,1309,1014,1259,1243,1572,1973,2409,2439,251
