Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,22,17,12,9,19,11,22,15,29,28,27,21,5
Tuesday,29,14,10,8,8,13,13,18,16,24,32,21,4
Wednesday,37,23,13,6,11,10,12,18,22,16,29,29,6
Thursday,19,10,15,9,8,10,18,16,22,19,18,15,5
Friday,26,17,9,5,15,9,19,12,21,22,26,30,4
Saturday,38,15,15,4,12,13,8,21,19,17,27,31,3
Sunday,31,42,27,8,5,16,15,21,20,24,20,31,6
TOTAL,202,138,101,49,78,82,107,121,149,150,179,178,33
