Day/Time,00:00-01:59,02:00-03:59,04:00-05:59,06:00-07:59,08:00-09:59,10:00-11:59,12:00-13:59,14:00-15:59,16:00-17:59,18:00-19:59,20:00-21:59,22:00-23:59,Unk
Monday,116,49,27,23,41,39,46,82,72,110,144,145,6
Tuesday,103,62,26,19,35,48,55,63,60,92,203,165,3
Wednesday,108,62,31,23,31,47,51,55,77,90,147,174,6
Thursday,111,53,37,23,22,35,47,57,53,96,162,150,6
Friday,116,58,32,33,30,55,62,107,97,106,202,171,5
Saturday,167,115,54,35,36,52,49,57,58,84,166,162,6
Sunday,122,110,46,22,21,31,39,49,55,86,133,157,2
TOTAL,843,509,253,178,216,307,349,470,472,664,1157,1124,34
