Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Brunswick County Sheriff's Office,07/10/2008,09-FS19903,01,"$1,755.00 U.S. CURRENCY",Pending,"$1,755.00",07/17/2008,,,,$0.00,
Brunswick County Sheriff's Office,11/25/2008,10-FS19402,01,2000 CHEVROLET PICKUP,Pending,"$1,500.00",07/13/2009,10/17/2012,,,$0.00,10/17/2012
Brunswick County Sheriff's Office,08/29/2009,10-FS26103,01,"$1,856.00 U.S. CURRENCY",Forfeiture,"$1,856.00",09/18/2009,02/22/2010,,,"$1,856.00",02/22/2010
Brunswick County Sheriff's Office,08/29/2009,10-FS26103,02,INSIGNIA TV,Forfeiture,$500.00,09/18/2009,02/22/2010,,,$0.00,01/17/2012
Brunswick County Sheriff's Office,10/26/2009,10-FS31010,01,"$1,669.00 U.S. CURRENCY",Forfeiture,"$1,669.00",11/06/2009,03/02/2010,,,"$1,669.00",03/02/2010
Brunswick County Sheriff's Office,11/18/2009,10-FS32801,01,"$2,315.00 U.S. CURRENCY",Forfeiture,"$2,315.00",11/24/2009,11/03/2010,,,"$1,949.00",11/03/2010
Brunswick County Sheriff's Office,11/29/2009,10-FS33803,01,"$5,000.00 U.S. CURRENCY",Forfeiture,"$5,000.00",12/04/2009,03/12/2012,,,"$4,972.00",03/12/2012
Brunswick County Sheriff's Office,02/11/2010,10-FS05303,01,$669.00 U.S. CURRENCY,Forfeiture,$669.00,02/22/2010,07/23/2010,,,$669.00,07/23/2010
Brunswick County Sheriff's Office,02/27/2010,10-FS06711,01,"$1,100.00 U.S. CURRENCY",Administrative,"$1,100.00",03/08/2010,03/11/2011,,,$0.00,03/11/2011
Brunswick County Sheriff's Office,04/08/2010,10-FS10402,01,$920.00 U.S. CURRENCY,Forfeiture,$920.00,04/14/2010,07/23/2010,,,$920.00,07/23/2010
Brunswick County Sheriff's Office,04/08/2010,10-FS10403,01,"$2,133.00 U.S. CURRENCY",Forfeiture,"$2,133.00",04/14/2010,08/30/2010,,,"$1,066.50",08/30/2010
Brunswick County Sheriff's Office,04/11/2010,10-FS10404,01,"$1,150.00 U.S. CURRENCY",Forfeiture,"$1,150.00",04/14/2010,10/27/2010,,,"$1,150.00",10/27/2010
Brunswick County Sheriff's Office,04/17/2010,10-FS11604,01,"$4,640.00 U.S. CURRENCY",Forfeiture,"$4,640.00",04/26/2010,07/23/2010,,,"$4,640.00",07/23/2010
Brunswick County Sheriff's Office,04/19/2010,10-FS11603,01,"$5,400.00 U.S. CURRENCY",Forfeiture,"$5,400.00",04/26/2010,10/27/2010,,,"$5,400.00",10/27/2010
Brunswick County Sheriff's Office,04/25/2010,10-FS12004,01,$883.00 U.S. CURRENCY,Forfeiture,$883.00,04/30/2010,07/23/2010,,,$883.00,07/23/2010
Brunswick County Sheriff's Office,04/30/2010,10-FS13203,01,"$1,850.00 U.S. CURRENCY",Forfeiture,"$1,850.00",05/12/2010,09/21/2010,,,"$1,850.00",09/21/2010
Brunswick County Sheriff's Office,05/14/2010,10-FS14012,01,"42"" WESTINGHOUSE TV",Pending,$500.00,05/20/2010,10/17/2012,,,$0.00,10/17/2012
Brunswick County Sheriff's Office,05/15/2010,10-FS14011,02,"$10,050.00 U.S. CURRENCY",Forfeiture,"$10,050.00",05/20/2010,09/02/2010,,,"$10,050.00",09/02/2010
Brunswick County Sheriff's Office,07/01/2010,11-FS19001,01,"$1,949.00 U.S. CURRENCY",Forfeiture,"$1,949.00",07/09/2010,10/27/2010,,,"$1,949.00",10/27/2010
Brunswick County Sheriff's Office,07/14/2010,11-FS20302,01,1977 OLDSMOBILE CUTLESS,Return To Owner,$500.00,07/22/2010,04/26/2012,,,$0.00,04/26/2012
Brunswick County Sheriff's Office,10/25/2010,11-FS30803,01,1997 CHEVROLET K1500-TAHOE,Forfeiture,"$2,500.00",11/04/2010,03/10/2011,08/08/2011,,"$1,111.04",03/10/2011
Brunswick County Sheriff's Office,01/08/2011,11-FS01204,01,"$2,950.00 U.S. CURRENCY",Forfeiture,"$2,950.00",01/12/2011,08/08/2011,,,"$2,950.00",08/08/2011
Brunswick County Sheriff's Office,01/08/2011,11-FS01205,01,$980.00 U.S. CURRENCY,Forfeiture,$980.00,01/12/2011,06/29/2011,,,$980.00,06/29/2011
Brunswick County Sheriff's Office,03/11/2011,11-FS07502,01,"$2,580.00 U.S. CURRENCY",Forfeiture,"$2,580.00",03/16/2011,06/29/2011,,,"$2,580.00",06/29/2011
Brunswick County Sheriff's Office,04/01/2011,11-FS14302,01,$519.00 U.S. CURRENCY,Forfeiture,$519.00,05/23/2011,12/21/2011,,,$519.00,12/21/2011
Brunswick County Sheriff's Office,04/18/2011,11-FS11203,01,"$20,020.00 U.S. CURRENCY",Forfeiture,"$20,020.00",04/22/2011,05/14/2012,,,"$10,492.00",05/14/2012
Brunswick County Sheriff's Office,06/30/2011,12-FS20202,01,2000 CADILLAC DEVILLE,Forfeiture,"$4,000.00",07/21/2011,04/02/2012,05/11/2012,,"$1,755.00",05/11/2012
Brunswick County Sheriff's Office,07/06/2011,12-FS20201,01,2006 FORD 500,Forfeiture,"$7,000.00",07/21/2011,03/12/2012,,,$0.00,03/12/2012
Brunswick County Sheriff's Office,07/06/2011,12-FS20801,01,"FOUR 22"" STXRR ALLOY RIMS W/THREE TIRES",Forfeiture,$500.00,07/27/2011,03/13/2012,,,$0.00,03/13/2012
Brunswick County Sheriff's Office,07/06/2011,12-FS20802,01,1999 YAMAHA 1000,Forfeiture,$500.00,07/27/2011,03/12/2012,,,$0.00,03/12/2012
Brunswick County Sheriff's Office,07/06/2011,12-FS20803,01,2001 SUZUKI 1000,Forfeiture,$750.00,07/27/2011,03/13/2012,,,$0.00,03/13/2012
Brunswick County Sheriff's Office,03/16/2012,12-FS08605,01,$501.00 U.S. CURRENCY,Forfeiture,$501.00,03/26/2012,07/20/2012,,,$501.00,07/20/2012
Brunswick County Sheriff's Office,03/19/2012,12-FS08604,01,2008 SUZUKI GSX650F,Forfeiture,"$1,000.00",03/26/2012,12/27/2012,06/11/2013,,"$3,700.00",06/11/2013
Brunswick County Sheriff's Office,03/19/2012,12-FS08604,02,"$54,043.62 U.S. CURRENCY",Forfeiture,"$54,043.62",03/26/2012,12/03/2012,,,"$53,949.62",12/03/2012
Brunswick County Sheriff's Office,03/19/2012,12-FS08606,01,2007 DODGE DAKOTA,Pending,"$3,500.00",03/26/2012,12/27/2012,,,$0.00,12/27/2012
