Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Campbell County Sheriff's Office,12/24/2008,09-FS00710,01,$918.20 U.S. CURRENCY,Return To Owner,$918.20,01/07/2009,09/25/2014,,,$0.00,09/25/2014
Campbell County Sheriff's Office,09/16/2009,10-FS27308,01,1997 BMW 725,Forfeiture,"$5,000.00",09/30/2009,10/22/2010,11/17/2010,,$624.87,11/17/2010
Campbell County Sheriff's Office,09/21/2009,10-FS27309,01,1984 MAZDA,Return To Owner,"$1,000.00",09/30/2009,12/22/2009,,,$0.00,12/22/2009
Campbell County Sheriff's Office,09/21/2009,10-FS27507,01,1999 TOYOTA 4 RUNNER,Forfeiture,"$2,000.00",10/02/2009,03/04/2010,11/17/2010,,"$5,030.95",11/17/2010
Campbell County Sheriff's Office,09/22/2009,10-FS29506,01,1993 JEEP CHEROKEE,Return To Owner,"$1,000.00",10/22/2009,04/05/2010,,,$0.00,04/05/2010
Campbell County Sheriff's Office,01/29/2010,10-FS05603,01,"$3,710.00 U.S. CURRENCY",Forfeiture,"$3,710.00",02/25/2010,06/14/2010,,,"$3,710.00",06/14/2010
Campbell County Sheriff's Office,09/22/2010,11-FS27902,01,2001 CHEVROLET PICKUP,Forfeiture,"$5,000.00",10/06/2010,12/02/2011,06/27/2012,,"$7,468.87",06/27/2012
Campbell County Sheriff's Office,09/22/2010,11-FS27902,02,"$1,007.00 U.S. CURRENCY",Forfeiture,"$1,007.00",10/06/2010,12/02/2011,,,"$1,007.00",12/02/2011
Campbell County Sheriff's Office,09/23/2010,11-FS27403,01,$805.00 U.S. CURRENCY,Return To Owner,$805.00,10/01/2010,10/05/2011,,,$0.00,10/05/2011
Campbell County Sheriff's Office,10/21/2010,11-FS30904,01,1998 CHEVROLET TAHOE,Forfeiture,"$2,500.00",11/05/2010,01/31/2012,06/27/2012,,$676.75,06/27/2012
Campbell County Sheriff's Office,10/21/2010,11-FS30904,02,"$1,483.00 U.S. CURRENCY",Forfeiture,"$1,483.00",11/05/2010,01/31/2012,,,$767.80,01/31/2012
Campbell County Sheriff's Office,10/21/2010,11-FS30904,03,1989 TOYOTA SUPRA,Return To Owner,"$1,000.00",11/05/2010,01/31/2012,,,$0.00,01/31/2012
Campbell County Sheriff's Office,02/01/2011,11-FS03309,01,$596.00 U.S. CURRENCY,Forfeiture,$596.00,02/02/2011,05/17/2011,,,$596.00,05/17/2011
Campbell County Sheriff's Office,03/12/2011,11-FS08802,01,"$1,607.00 U.S. CURRENCY",Forfeiture,"$1,607.00",03/29/2011,04/01/2013,,,"$1,607.00",04/01/2013
Campbell County Sheriff's Office,03/18/2011,11-FS08803,01,2000 HONDA CIVIC,Return To Owner,"$1,500.00",03/29/2011,06/03/2011,,,$0.00,06/03/2011
Campbell County Sheriff's Office,04/26/2011,11-FS13002,01,2001 JEEP GRAND CHEROKEE,Forfeiture,"$3,000.00",05/10/2011,12/02/2011,06/27/2012,,"$1,393.88",06/27/2012
Campbell County Sheriff's Office,05/16/2011,11-FS14003,01,$520.00 U.S. CURRENCY,Pending,$520.00,05/20/2011,,,,$0.00,
Campbell County Sheriff's Office,09/28/2011,12-FS28001,01,1998 FORD MUSTANG,Pending,"$3,000.00",10/07/2011,08/20/2012,,,$0.00,08/20/2012
Campbell County Sheriff's Office,09/28/2011,12-FS28002,01,$878.00 U.S. CURRENCY,Forfeiture,$878.00,10/07/2011,03/16/2012,,,$878.00,03/16/2012
Campbell County Sheriff's Office,11/05/2011,12-FS32502,01,"$1,008.84 U.S. Currency",Forfeiture,"$1,008.84",11/21/2011,03/16/2012,,,"$1,008.84",03/16/2012
Campbell County Sheriff's Office,01/07/2012,12-FS02401,01,$860.00 U.S. CURRENCY,Pending,$860.00,01/24/2012,,,,$0.00,
Campbell County Sheriff's Office,01/13/2012,12-FS02403,01,$1919.86 U.S. CURRENCY,Forfeiture,"$1,919.86",01/24/2012,05/16/2012,,,"$1,919.86",05/16/2012
Campbell County Sheriff's Office,01/20/2012,12-FS03203,01,$700.00 U.S. CURRENCY,Forfeiture,$700.00,02/01/2012,04/27/2012,,,$700.00,04/27/2012
Campbell County Sheriff's Office,04/03/2012,12-FS11107,01,1987 Mercedes Benz 300E,Forfeiture,$750.00,04/20/2012,11/20/2013,,,$0.00,11/20/2013
Campbell County Sheriff's Office,06/13/2012,12-FS17301,01,1998 HONDA ACCORD,Forfeiture,"$1,000.00",06/21/2012,07/18/2013,11/27/2013,,"$1,339.06",11/27/2013
Campbell County Sheriff's Office,07/02/2012,13-FS18802,01,1996 FORD MUSTANG,Forfeiture,"$1,500.00",07/06/2012,07/18/2013,11/27/2013,,"$2,187.02",11/27/2013
Campbell County Sheriff's Office,07/03/2012,13-FS18801,01,2002 CHEVROLET IMPALA,Forfeiture,"$1,000.00",07/06/2012,07/18/2013,11/27/2013,,$889.05,11/27/2013
Campbell County Sheriff's Office,07/31/2012,13-FS22706,01,2001 NISSAN MAXIMA,Return To Owner,"$1,500.00",08/14/2012,07/18/2013,,,$0.00,07/18/2013
Campbell County Sheriff's Office,09/12/2012,13-FS27115,01,2005 DODGE MAGNUM SW,Return To Owner,"$6,500.00",09/27/2012,01/28/2013,,,$0.00,01/28/2013
Campbell County Sheriff's Office,09/12/2012,13-FS27117,01,1996 NISSAN MAXIMA,Return To Owner,"$1,000.00",09/27/2012,10/29/2013,,,$0.00,10/29/2013
