Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Leesburg Police Department,10/16/2008,10-FS24306,01,"$2,400.00 U.S. CURRENCY",Forfeiture,"$2,400.00",08/31/2009,09/01/2009,,,"$2,400.00",09/01/2009
Leesburg Police Department,07/09/2009,10-FS20302,01,1997 CHEVROLET MALIBU,Return To Owner,"$1,750.00",07/22/2009,08/26/2010,,,$0.00,08/26/2010
Leesburg Police Department,10/02/2009,10-FS29308,01,2000 TOYOTA TACOMA,Return To Owner,"$3,000.00",10/20/2009,07/09/2010,,,$0.00,07/09/2010
Leesburg Police Department,01/12/2010,10-FS02006,01,$570.00 U.S. CURRENCY,Forfeiture,$570.00,01/20/2010,11/09/2010,,,$570.00,11/09/2010
Leesburg Police Department,03/01/2010,10-FS06217,01,$571.00 U.S. CURRENCY,Forfeiture,$571.00,03/03/2010,11/08/2010,,,$571.00,11/08/2010
Leesburg Police Department,05/05/2010,12-FS22401,01,2006 HONDA ACCORD,Pending,"$7,500.00",08/12/2011,08/12/2011,,,$0.00,08/12/2011
Leesburg Police Department,07/20/2010,11-FS21001,01,$720.00 U.S. CURRENCY,Forfeiture,$720.00,07/29/2010,11/09/2010,,,$720.00,11/09/2010
Leesburg Police Department,07/30/2010,11-FS34815,01,$575.05 U.S. CURRENCY,Forfeiture,$575.05,12/14/2010,12/07/2010,,,$575.05,12/07/2010
Leesburg Police Department,07/21/2011,12-FS21708,01,$746.00 U.S. CURRENCY,Pending,$746.00,08/05/2011,,,,$0.00,
Leesburg Police Department,07/21/2011,12-FS21709,01,"$4,071.00 U.S. CURRENCY",Pending,"$4,071.00",08/05/2011,,,,$0.00,
Leesburg Police Department,10/11/2011,12-FS29804,01,1999 Ford Escort,Forfeiture,$750.00,10/25/2011,10/13/2012,,,$0.00,10/13/2012
Leesburg Police Department,10/16/2011,12-FS32614,01,1995 Cadillac Seville STS,Return To Owner,"$1,500.00",11/22/2011,12/16/2011,,,$0.00,12/16/2011
Leesburg Police Department,11/08/2011,12-FS31903,01,2008 Nissan Versa,Forfeiture,"$7,500.00",11/15/2011,04/17/2013,,,"$4,249.75",04/17/2013
Leesburg Police Department,05/22/2012,12-FS15702,01,"$1,081.00 US CURRENCY",Administrative,"$1,081.00",06/05/2012,06/07/2012,,,$0.00,06/07/2012
Leesburg Police Department,09/25/2012,13-FS28905,01,"$1,446.95 US CURRENCY",Forfeiture,"$1,446.95",10/15/2012,12/17/2014,,,$696.95,12/17/2014
Leesburg Police Department,03/09/2013,13-FS14104,01,$809.00 U.S. Currency,Return To Owner,$809.00,05/21/2013,06/26/2013,,,$0.00,06/26/2013
Leesburg Police Department,06/13/2013,13-FS17804,01,"$2,146.00 U.S. Currency",,"$2,146.00",06/28/2013,,,,$0.00,
Leesburg Police Department,06/19/2013,14-FS19901,01,"$1,644.00 U.S. Currency",Forfeiture,"$1,644.00",07/18/2013,06/11/2014,,,"$1,644.00",06/11/2014
Leesburg Police Department,08/22/2013,14-FS25206,01,"$11,200.00 U.S. Currency",Forfeiture,"$11,200.00",09/09/2013,04/02/2014,,,"$11,200.00",04/02/2014
Leesburg Police Department,09/03/2013,14-FS30901,01,2012 TOYOTA  Camry-V6,,"$17,625.00",11/07/2013,,,,$0.00,
Leesburg Police Department,03/05/2014,14-FS10028,01,2008 Buick  Enclave,Forfeiture,"$2,500.00",04/10/2014,07/22/2014,10/22/2014,,"$9,650.00",07/22/2014
Leesburg Police Department,05/07/2014,15-FS19775,01,2000 Chevrolet  Blazer,Pending,"$2,000.00",07/16/2014,09/18/2014,,,$0.00,09/18/2014
Leesburg Police Department,06/03/2014,15-FS19878,01,2000 Jeep  Grand Cherokee,Pending,"$2,000.00",07/17/2014,12/01/2014,,,$0.00,12/01/2014
Leesburg Police Department,06/21/2014,15-FS19877,01,"$3,837.00 U.S. Currency",Pending,"$3,837.00",07/17/2014,,,,$0.00,
Leesburg Police Department,06/21/2014,15-FS19877,02,"Visio 48"" flat screen TV with surveillance system",Pending,$500.00,07/17/2014,,,,$0.00,
Leesburg Police Department,07/25/2014,15-FS25515,01,$739.00 U.S. Currency,Forfeiture,$739.00,09/12/2014,11/13/2014,,,$739.00,11/13/2014
