Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Richmond Police Department,01/29/2008,08-FS03608,01,1994 TOYOTA SUV,Pending,"$1,500.00",02/05/2008,09/11/2009,,,$0.00,09/11/2009
Richmond Police Department,02/22/2008,08-FS07009,01,"$2,032.00 U.S. CURRENCY",Pending,"$2,032.00",03/10/2008,,,,$0.00,
Richmond Police Department,02/28/2008,08-FS09204,01,"$1,082.00 U.S. CURRENCY",Pending,"$1,082.00",04/01/2008,,,,$0.00,
Richmond Police Department,02/29/2008,08-FS09205,01,"$5,505.00 U.S. CURRENCY",Pending,"$5,505.00",04/01/2008,,,,$0.00,
Richmond Police Department,03/07/2008,08-FS09907,01,ONE LOT OF ELECTRONIC EQUIPMENT,Pending,$500.00,04/08/2008,,,,$0.00,
Richmond Police Department,03/07/2008,08-FS09907,02,"$1,300.00 U.S. CURRENCY",Forfeiture,"$1,300.00",04/08/2008,09/17/2010,,,"$1,230.15",09/17/2010
Richmond Police Department,03/07/2008,11-FS25901,01,ONE LOT OF ELECTRONICS,Forfeiture,$500.00,09/16/2010,09/16/2010,03/17/2011,,$0.00,03/17/2011
Richmond Police Department,03/08/2008,08-FS12907,01,"$4,005.00 U.S. CURRENCY",Pending,"$4,005.00",05/08/2008,,,,$0.00,
Richmond Police Department,05/08/2008,08-FS15511,01,1994 JEEP,Pending,$500.00,06/03/2008,10/09/2008,,,$0.00,10/09/2008
Richmond Police Department,05/11/2008,09-FS19906,01,"$1,413.00 U.S. CURRENCY",Pending,"$1,413.00",07/17/2008,,,,$0.00,
Richmond Police Department,05/27/2008,11-FS23902,01,$964.00 U.S. CURRENCY,Forfeiture,$964.00,08/27/2010,08/27/2010,,,$888.51,08/27/2010
Richmond Police Department,05/31/2008,11-FS23903,01,$801.00 U.S. CURRENCY,Forfeiture,$801.00,08/27/2010,08/27/2010,,,$747.22,08/27/2010
Richmond Police Department,06/17/2008,09-FS19712,01,$751.00 U.S. CURRENCY,Pending,$751.00,07/15/2008,,,,$0.00,
Richmond Police Department,06/20/2008,09-FS21121,01,"$1,128.00 U.S. CURRENCY",Pending,"$1,128.00",07/29/2008,,,,$0.00,
Richmond Police Department,06/27/2008,09-FS22006,01,"$2,600.00 U.S. CURRENCY",Pending,"$2,600.00",08/07/2008,,,,$0.00,
Richmond Police Department,08/01/2008,09-FS22806,01,"$9,500.00 U.S. CURRENCY",Pending,"$9,500.00",08/15/2008,,,,$0.00,
Richmond Police Department,09/24/2008,09-FS29420,01,2003 MITSUBISHI,Pending,"$2,100.00",10/20/2008,,,,$0.00,
Richmond Police Department,10/01/2008,09-FS30404,01,1 LOT OF MISC. ELECTRONIC EQUIPMENT,Pending,$500.00,10/30/2008,,,,$0.00,
Richmond Police Department,10/01/2008,11-FS12907,01,"$9,204.00 U.S. CURRENCY",Pending,"$9,204.00",05/09/2011,,,,$0.00,
Richmond Police Department,12/06/2008,09-FS00704,01,"$1,404.00 U.S. CURRENCY",Pending,"$1,404.00",01/07/2009,,,,$0.00,
Richmond Police Department,12/08/2008,10-FS02105,01,$716.50 U.S. CURRENCY,Forfeiture,$716.50,01/21/2010,06/04/2010,,,$716.50,06/04/2010
Richmond Police Department,12/09/2008,10-FS13705,01,2000 ACURA 3.5 RL,Forfeiture,"$4,000.00",05/17/2010,06/03/2010,,,$0.00,06/03/2010
Richmond Police Department,01/09/2009,10-FS32402,01,2001 GMC YUKON DENALI,Dismissal,"$5,000.00",11/20/2009,12/03/2009,,,$0.00,12/03/2009
Richmond Police Department,01/21/2009,09-FS08601,01,$970.00 U.S. CURRENCY,Pending,$970.00,03/27/2009,,,,$0.00,
Richmond Police Department,01/26/2009,11-FS12908,01,$575.00 U.S. CURRENCY,Pending,$575.00,05/09/2011,,,,$0.00,
Richmond Police Department,01/27/2009,11-FS26004,01,$564.26 U.S. CURRENCY,Forfeiture,$564.26,09/17/2010,09/17/2010,,,$527.93,09/17/2010
Richmond Police Department,03/06/2009,09-FS09604,01,1989 CADILLAC DEVILLE,Forfeiture,$925.00,04/06/2009,08/12/2009,05/29/2014,,$0.00,05/29/2014
