Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Virginia Commonwealth University Police Dept.,02/23/2009,09-FS07716,01,"$1,249.00 U.S. CURRENCY",Return To Owner,"$1,249.00",03/18/2009,08/01/2014,,,$0.00,08/01/2014
Virginia Commonwealth University Police Dept.,08/03/2009,10-FS24001,01,$714.00 U.S. CURRENCY,Forfeiture,$714.00,08/28/2009,02/01/2011,,,$714.00,02/01/2011
Virginia Commonwealth University Police Dept.,08/27/2009,10-FS26102,01,$725.00 U.S. CURRENCY,Return To Owner,$725.00,09/18/2009,05/04/2011,,,$0.00,05/04/2011
Virginia Commonwealth University Police Dept.,12/06/2009,10-FS01901,01,"$1,445.64 U.S. CURRENCY",Forfeiture,"$1,445.64",01/19/2010,02/01/2011,,,"$1,445.64",02/01/2011
Virginia Commonwealth University Police Dept.,04/24/2010,10-FS13411,01,"$3,005.00 U.S. CURRENCY",Return To Owner,"$3,005.00",05/14/2010,05/04/2011,,,$0.00,05/04/2011
Virginia Commonwealth University Police Dept.,05/07/2010,10-FS13908,01,$632.00 U.S. CURRENCY,Pending,$632.00,05/19/2010,,,,$0.00,
Virginia Commonwealth University Police Dept.,12/18/2010,11-FS36210,01,$635.00 U.S. CURRENCY,Forfeiture,$635.00,12/28/2010,05/20/2011,,,$635.00,05/20/2011
Virginia Commonwealth University Police Dept.,01/03/2011,11-FS01902,01,$693.00 U.S. CURRENCY,Forfeiture,$693.00,01/19/2011,08/17/2011,,,$693.00,08/17/2011
Virginia Commonwealth University Police Dept.,01/19/2011,11-FS03301,01,"$1,760.00 U.S. CURRENCY",Pending,"$1,760.00",02/02/2011,,,,$0.00,
Virginia Commonwealth University Police Dept.,01/26/2011,11-FS03302,01,$578.00 U.S. CURRENCY,Forfeiture,$578.00,02/02/2011,11/29/2011,,,$578.00,11/29/2011
Virginia Commonwealth University Police Dept.,02/27/2011,11-FS06103,01,$639.00 U.S. CURRENCY,Forfeiture,$639.00,03/02/2011,12/16/2011,,,$629.00,12/16/2011
Virginia Commonwealth University Police Dept.,05/12/2011,11-FS14304,01,"$1,247.00 U.S. CURRENCY",Pending,"$1,247.00",05/23/2011,,,,$0.00,
Virginia Commonwealth University Police Dept.,10/03/2011,12-FS29101,01,$2808.00 U.S. CURRENCY,Pending,"$2,808.00",10/18/2011,,,,$0.00,
Virginia Commonwealth University Police Dept.,11/08/2011,12-FS32001,01,$700.00,Pending,$700.00,11/16/2011,,,,$0.00,
