Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Fluvanna County Sheriff's Office,10/27/2009,10-FS31705,01,2006 NISSAN XE KING CAB PICKUP,Release To Lien Holder,"$8,305.00",11/13/2009,12/02/2010,,,$0.00,12/02/2010
Fluvanna County Sheriff's Office,04/30/2010,10-FS17601,01,"$2,644.00 U.S. CURRENCY",Forfeiture,"$2,644.00",06/25/2010,12/13/2010,,,"$2,644.00",12/13/2010
Fluvanna County Sheriff's Office,06/15/2010,10-FS16905,01,1999 CHEVROLET S-10 PICKUP,Pending,"$3,000.00",06/18/2010,,,,$0.00,
Fluvanna County Sheriff's Office,07/27/2010,11-FS21812,01,2002 CHEVROLET TRAILBLAZER,Dismissal,"$3,000.00",08/06/2010,04/04/2011,,,$0.00,04/04/2011
Fluvanna County Sheriff's Office,08/06/2010,11-FS22402,01,1992 HONDA ACCORD,Pending,$500.00,08/12/2010,06/03/2013,,,$0.00,06/03/2013
Fluvanna County Sheriff's Office,08/06/2010,11-FS22402,02,$746.00 U.S. CURRENCY,Forfeiture,$746.00,08/12/2010,02/12/2013,,,$746.00,02/12/2013
Fluvanna County Sheriff's Office,02/04/2011,11-FS04504,01,1997 JEEP GRAND CHEROKEE,Return To Owner,"$2,500.00",02/14/2011,03/11/2011,,,$0.00,03/11/2011
Fluvanna County Sheriff's Office,12/18/2012,13-FS02519,01,"$3,493.00 U.S. Currency",Pending,"$3,493.00",01/25/2013,,,,$0.00,
Fluvanna County Sheriff's Office,12/18/2012,13-FS02520,01,"$1,471.76 U.S. Currency",,"$1,471.76",02/12/2013,,,,$0.00,
Fluvanna County Sheriff's Office,12/21/2012,13-FS02522,01,"$86,836.06 U.S. Currency",Forfeiture,"$86,836.06",01/25/2013,05/05/2014,,,"$86,836.06",05/05/2014
Fluvanna County Sheriff's Office,12/31/2012,13-FS02518,01,$803.00 U.S. Currency,Forfeiture,$803.00,01/25/2013,11/25/2013,,,$803.00,11/25/2013
