Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Accomack County Sheriff's Office,12/03/2009,10-FS00406,01,2002 ISUZU AXIOM SUV,Pending,"$4,500.00",01/04/2010,02/11/2013,,,$0.00,02/11/2013
Accomack County Sheriff's Office,09/04/2010,11-FS28102,01,"$1,708.00 U.S. CURRENCY",Pending,"$1,708.00",10/08/2010,,,,$0.00,
Accomack County Sheriff's Office,10/06/2010,11-FS28801,01,$560.00 U.S. CURRENCY,Pending,$560.00,10/15/2010,,,,$0.00,
Accomack County Sheriff's Office,05/13/2011,11-FS14303,01,$720.00 U.S. CURRENCY,Forfeiture,$720.00,05/23/2011,11/01/2012,,,$720.00,11/01/2012
Accomack County Sheriff's Office,07/26/2011,12-FS22012,01,"$24,637.00 U.S. CURRENCY",Return To Owner,"$24,637.00",08/08/2011,,,,$0.00,
Accomack County Sheriff's Office,10/06/2011,12-FS29002,01,1995 Chevrolet 2500 Silverado,Pending,$500.00,10/17/2011,,,,$0.00,
Accomack County Sheriff's Office,10/06/2011,12-FS29003,01,1992 Ford Mustang,Pending,$500.00,10/17/2011,,,,$0.00,
Accomack County Sheriff's Office,10/06/2011,12-FS29004,01,2001 Yamaha R1,Pending,$500.00,10/17/2011,,,,$0.00,
Accomack County Sheriff's Office,10/06/2011,12-FS29005,01,1973 Chevrolet Two-Door,Pending,$500.00,10/17/2011,,,,$0.00,
Accomack County Sheriff's Office,10/06/2011,12-FS33222,01,1973 Chevrolet 2-Door,Pending,$500.00,11/28/2011,,,,$0.00,
Accomack County Sheriff's Office,10/23/2011,12-FS29901,01,$6200.00 U.S. CURRENCY,Forfeiture,"$6,200.00",10/26/2011,02/04/2013,,,"$6,200.00",02/04/2013
Accomack County Sheriff's Office,12/20/2011,12-FS00401,01,2004 Nissan Quest,Pending,$500.00,01/04/2012,,,,$0.00,
Accomack County Sheriff's Office,12/20/2011,12-FS36502,01,"$11,340.00 U.S. CURRENCY",Return To Owner,"$11,340.00",12/31/2011,,,,$0.00,
Accomack County Sheriff's Office,11/06/2012,13-FS31905,01,1999 FORD EXPEDITION,Pending,"$5,000.00",11/14/2012,,,,$0.00,
Accomack County Sheriff's Office,10/02/2014,15-FS27636,01,2006 BMW  7 Series,Pending,"$9,900.00",10/03/2014,,,,$0.00,
