Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Pulaski Police Department,03/02/2009,10-FS32901,01,$900.00 U.S. U.S. CURRENCY,Forfeiture,$900.00,11/25/2009,11/25/2009,,,$900.00,11/25/2009
Pulaski Police Department,09/13/2009,10-FS32103,01,"$3,490.00 U.S. CURRENCY",Forfeiture,"$3,490.00",11/17/2009,11/27/2012,,,"$3,490.00",11/27/2012
Pulaski Police Department,03/27/2010,10-FS10307,01,$718.00 U.S. CURRENCY,Pending,$718.00,04/13/2010,12/22/2014,,,$0.00,12/22/2014
Pulaski Police Department,12/01/2010,11-FS34105,01,$560.00 U.S. CURRENCY,Forfeiture,$560.00,12/07/2010,10/03/2014,,,$560.00,10/03/2014
Pulaski Police Department,07/25/2011,12-FS20701,01,$510.00 U.S. CURRENCY,Pending,$510.00,07/26/2011,,,,$0.00,
Pulaski Police Department,08/02/2011,12-FS22402,01,$509.00 U.S. CURRENCY,Forfeiture,$509.00,08/12/2011,04/04/2012,,,$509.00,04/04/2012
Pulaski Police Department,04/19/2012,12-FS11604,01,1992 MERCURY SABLE,Pending,$600.00,04/25/2012,03/04/2014,,,$0.00,03/04/2014
Pulaski Police Department,04/19/2012,12-FS11604,02,"32"" DX-LCD DYNES TV",Pending,$500.00,04/25/2012,03/04/2014,,,$0.00,03/04/2014
Pulaski Police Department,04/19/2012,12-FS11604,03,SANYO TV MODEL DP46849,Pending,$500.00,04/25/2012,03/04/2014,,,$0.00,03/04/2014
Pulaski Police Department,04/03/2013,13-FS10609,01,$600.00 U.S. Currency,Forfeiture,$600.00,04/16/2013,03/17/2014,,,$600.00,03/17/2014
Pulaski Police Department,04/03/2013,13-FS10610,01,"$1,066.00 U.S. Currency",Forfeiture,"$1,066.00",04/16/2013,03/17/2014,,,"$1,066.00",03/17/2014
Pulaski Police Department,04/18/2013,13-FS12008,01,"$7,713.00 U.S. Currency",Forfeiture,"$7,713.00",04/30/2013,08/19/2014,,,"$7,713.00",08/19/2014
Pulaski Police Department,04/18/2013,13-FS12008,02,"2-COMPAQ 19"" LCDMONITOR",Pending,$500.00,04/30/2013,08/19/2014,,,$0.00,08/19/2014
Pulaski Police Department,04/18/2013,13-FS12008,03,3 COLBY 23' LED TV'S,Pending,$600.00,04/30/2013,08/19/2014,,,$0.00,08/19/2014
Pulaski Police Department,05/29/2013,13-FS16920,01,Sig Sauer SP2022 9mm,,$550.00,06/20/2013,,,,$0.00,
Pulaski Police Department,05/29/2013,13-FS16920,02,Bushmaster,,"$1,000.00",06/20/2013,,,,$0.00,
Pulaski Police Department,05/29/2013,13-FS16920,03,High Standard HAS-15 .223 cal,,"$1,000.00",06/20/2013,,,,$0.00,
Pulaski Police Department,05/29/2013,13-FS16920,04,Glock Model 35 .40cal,,$500.00,06/20/2013,,,,$0.00,
Pulaski Police Department,06/28/2013,14-FS18604,01,1996 LINCOLN  Town Car-V8,Pending,"$4,000.00",07/05/2013,03/06/2014,,,$0.00,03/06/2014
Pulaski Police Department,06/28/2013,14-FS18604,02,$862.95 U.S. Currency,Forfeiture,$862.95,07/05/2013,02/04/2015,,,$862.95,02/04/2015
Pulaski Police Department,07/01/2013,14-FS18603,01,2008 HONDA  FIT,,"$9,000.00",07/08/2013,,,,$0.00,
Pulaski Police Department,11/22/2013,14-FS33906,01,$800.00 U.S. Currency,Forfeiture,$800.00,12/05/2013,09/03/2014,,,$800.00,09/03/2014
Pulaski Police Department,05/24/2014,14-FS14720,01,$914.50 U.S. Currency,,$914.50,05/27/2014,,,,$0.00,
