Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Louisa County Sheriff's Department,06/07/2008,08-FS16907,01,$674.00 U.S. CURRENCY,Forfeiture,$674.00,06/17/2008,08/13/2013,,,$674.00,08/13/2013
Louisa County Sheriff's Department,06/13/2008,08-FS17810,01,$667.00 U.S. CURRENCY,Pending,$667.00,06/26/2008,,,,$0.00,
Louisa County Sheriff's Department,12/08/2009,10-FS36201,01,2006 FORD F-150,Administrative,"$15,235.00",12/28/2009,10/19/2012,,,$0.00,10/19/2012
Louisa County Sheriff's Department,01/10/2010,10-FS02514,01,"$4,100.00 U.S. CURRENCY",Forfeiture,"$4,100.00",01/25/2010,05/23/2011,,,"$4,100.00",05/23/2011
Louisa County Sheriff's Department,06/10/2010,10-FS17901,01,"$1,763.00 U.S. CURRENCY",Forfeiture,"$1,763.00",06/28/2010,11/24/2014,,,"$1,763.00",11/24/2014
Louisa County Sheriff's Department,07/09/2010,11-FS20801,01,"$2,503.00 U.S. CURRENCY",Return To Owner,"$2,503.00",07/27/2010,04/03/2014,,,$0.00,04/03/2014
Louisa County Sheriff's Department,07/09/2010,11-FS20802,01,"$7,807.00 U.S. CURRENCY",Return To Owner,"$7,807.00",07/27/2010,04/17/2013,,,$0.00,04/17/2013
Louisa County Sheriff's Department,01/20/2011,11-FS04505,01,HP LAPTOP,Administrative,$850.00,02/14/2011,10/19/2012,,,$0.00,10/19/2012
Louisa County Sheriff's Department,03/02/2011,11-FS07304,01,1997 BMW 740 IL,Pending,"$6,575.00",03/14/2011,11/21/2012,,,$0.00,11/21/2012
Louisa County Sheriff's Department,06/30/2011,12-FS19501,01,1996 CADILLAC DEVILLE,Pending,$800.00,07/14/2011,12/19/2012,,,$0.00,12/19/2012
Louisa County Sheriff's Department,11/30/2011,12-FS02506,01,2008 Nissan Versa,Return To Owner,"$10,750.00",01/25/2012,04/17/2013,,,$0.00,04/17/2013
Louisa County Sheriff's Department,03/21/2012,12-FS08706,01,1997 GMC SUBURBAN,Pending,"$3,875.00",03/27/2012,11/21/2012,,,$0.00,11/21/2012
