Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Amherst County Sheriff's Office,09/15/2009,10-FS26104,01,2001 CHEVROLET,Release To Lien Holder,"$4,500.00",09/18/2009,10/08/2009,,,$0.00,10/08/2009
Amherst County Sheriff's Office,09/15/2009,10-FS26104,02,$997.34 U.S. CURRENCY,Return To Owner,$997.34,09/18/2009,09/20/2010,,,$0.00,09/20/2010
Amherst County Sheriff's Office,10/07/2009,10-FS28604,01,"$1,409.61 U.S. CURRENCY",Forfeiture,"$1,409.61",10/13/2009,07/20/2010,,,$700.00,07/20/2010
Amherst County Sheriff's Office,10/07/2009,10-FS28605,01,"$1,420.00 U.S. CURRENCY",Forfeiture,"$1,420.00",10/13/2009,01/12/2010,,,"$1,420.00",01/12/2010
Amherst County Sheriff's Office,10/07/2009,10-FS28606,01,$595.00 U.S. CURRENCY,Return To Owner,$595.00,10/13/2009,01/28/2010,,,$0.00,01/28/2010
Amherst County Sheriff's Office,12/04/2009,10-FS34102,01,$650.07 U.S. CURRENCY,Forfeiture,$650.07,12/07/2009,02/25/2010,,,$650.07,02/25/2010
Amherst County Sheriff's Office,01/16/2010,10-FS02208,01,1998 HYUNDAI,Return To Owner,$500.00,01/22/2010,02/24/2010,,,$0.00,02/24/2010
Amherst County Sheriff's Office,01/16/2010,10-FS02208,02,"$2,075.00 U.S. CURRENCY",Forfeiture,"$2,075.00",01/22/2010,11/17/2010,,,"$1,525.00",11/17/2010
Amherst County Sheriff's Office,02/04/2010,10-FS04903,01,1995 CHEVROLET PICKUP,Forfeiture,"$5,000.00",02/18/2010,04/13/2010,04/01/2013,,$0.00,04/01/2013
Amherst County Sheriff's Office,02/04/2010,10-FS04903,02,$904.40 U.S. CURRENCY,Return To Owner,$904.40,02/18/2010,02/09/2015,,,$0.00,02/09/2015
Amherst County Sheriff's Office,02/04/2010,10-FS04903,03,$270.00 U.S. CURRENCY,Forfeiture,$270.00,02/18/2010,04/13/2010,,,$270.00,04/13/2010
