Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Mecklenburg County Sheriff's Department,01/26/2010,10-FS03503,01,2001 FORD F150,Forfeiture,"$3,500.00",02/04/2010,04/20/2011,,,"$2,136.33",04/20/2011
Mecklenburg County Sheriff's Department,01/26/2010,10-FS03503,02,"$6,655.00 U.S. CURRENCY",Forfeiture,"$6,655.00",02/04/2010,02/24/2011,,,"$6,580.00",02/24/2011
Mecklenburg County Sheriff's Department,07/15/2010,11-FS20001,01,1997 FORD F150,Pending,"$1,500.00",07/19/2010,,,,$0.00,
Mecklenburg County Sheriff's Department,08/30/2010,11-FS25611,01,QINGQI HAPPY 50 SCOOTER,Return To Owner,$500.00,09/13/2010,02/18/2011,,,$0.00,02/18/2011
