Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Powhatan County Sheriff's Office,07/15/2009,10-FS20407,01,"$1,086.00 U.S. CURRENCY",Forfeiture,"$1,086.00",07/23/2009,02/17/2010,,,"$1,086.00",02/17/2010
Powhatan County Sheriff's Office,08/06/2009,10-FS23105,01,1992 CHEVROLET 4 DOOR SUV,Forfeiture,"$5,000.00",08/19/2009,02/23/2011,10/11/2012,,"$1,100.00",10/11/2012
Powhatan County Sheriff's Office,08/06/2009,10-FS23105,02,"$15,618.00 U.S. CURRENCY",Forfeiture,"$15,618.00",08/19/2009,02/23/2011,,,"$9,618.00",02/23/2011
Powhatan County Sheriff's Office,10/23/2009,10-FS31615,01,$573.00 U.S. CURRENCY,Forfeiture,$573.00,11/12/2009,05/07/2010,,,$573.00,05/07/2010
Powhatan County Sheriff's Office,12/10/2009,10-FS35103,01,2002 NISSAN PICKUP,Forfeiture,"$5,000.00",12/17/2009,03/30/2010,10/11/2012,,$0.00,10/11/2012
Powhatan County Sheriff's Office,12/10/2009,10-FS35103,02,$620.00 U.S. CURRENCY,Forfeiture,$620.00,12/17/2009,03/30/2010,,,$620.00,03/30/2010
Powhatan County Sheriff's Office,01/22/2010,10-FS02606,01,"$2,050.00 U.S. CURRENCY",Forfeiture,"$2,050.00",01/26/2010,11/15/2011,,,"$2,050.00",11/15/2011
Powhatan County Sheriff's Office,03/26/2010,10-FS08805,01,$874.00 U.S. CURRENCY,Forfeiture,$874.00,03/29/2010,06/25/2010,,,$0.00,06/25/2010
Powhatan County Sheriff's Office,04/07/2010,10-FS09801,01,"52"" LCD TELEVISION",Forfeiture,$500.00,04/08/2010,06/25/2010,,,$0.00,01/17/2012
Powhatan County Sheriff's Office,04/07/2010,10-FS09801,02,MEADE TELESCOPE,Return To Owner,$750.00,04/08/2010,06/25/2010,,,$0.00,06/25/2010
Powhatan County Sheriff's Office,07/24/2010,11-FS21502,01,1997 CHEVROLET PICKUP,Forfeiture,$800.00,08/03/2010,12/20/2010,10/11/2012,,$766.66,12/20/2010
Powhatan County Sheriff's Office,09/10/2010,12-FS31404,01,2001 Honda 4-Door,Return To Owner,"$2,000.00",11/10/2011,11/30/2011,,,$500.00,11/30/2011
Powhatan County Sheriff's Office,03/24/2011,11-FS08903,01,1995 CHEVROLET LUMINA,Return To Owner,"$1,200.00",03/30/2011,10/25/2011,,,$0.00,10/25/2011
Powhatan County Sheriff's Office,03/24/2011,11-FS08903,02,"$33,929.00 U.S. CURRENCY",Forfeiture,"$33,929.00",03/30/2011,10/25/2011,,,"$33,929.00",10/25/2011
Powhatan County Sheriff's Office,03/24/2011,11-FS08903,03,LG TELEVISION,Pending,$500.00,03/30/2011,10/31/2011,,,$0.00,10/31/2011
Powhatan County Sheriff's Office,03/24/2011,11-FS08903,04,LG 3D TELEVISION,Pending,$500.00,03/30/2011,10/31/2011,,,$0.00,10/31/2011
Powhatan County Sheriff's Office,04/15/2011,11-FS11205,01,"$3,300.00 U.S. CURRENCY",Forfeiture,"$3,300.00",04/22/2011,06/23/2011,,,"$3,300.00",06/23/2011
Powhatan County Sheriff's Office,12/17/2011,12-FS35301,01,1992 Honda 4-Door,Forfeiture,$500.00,12/19/2011,02/27/2012,04/01/2013,,$0.00,04/01/2013
Powhatan County Sheriff's Office,06/15/2012,12-FS17102,01,2003 CHEVROLET 4D,Forfeiture,"$1,000.00",06/19/2012,08/22/2012,10/10/2012,,$951.02,10/10/2012
Powhatan County Sheriff's Office,07/15/2012,13-FS21206,01,1998 CHRYSLER VAN,Forfeiture,$750.00,07/30/2012,10/22/2012,06/30/2014,,$0.00,06/30/2014
Powhatan County Sheriff's Office,01/11/2013,13-FS02533,01,1998 AUDI  A4-4 Cyl. Turbo,Forfeiture,"$2,687.50",01/25/2013,09/16/2013,11/04/2013,01/24/2014,"$1,710.00",01/24/2014
Powhatan County Sheriff's Office,01/11/2013,13-FS02533,02,Cannon Gun Safe,Forfeiture,$576.99,01/25/2013,01/24/2014,,,$576.99,01/24/2014
Powhatan County Sheriff's Office,01/11/2013,13-FS03724,01,1998 AUDI  A4-4 Cyl. Turbo,Pending,"$2,500.00",02/06/2013,,,,$0.00,
Powhatan County Sheriff's Office,11/17/2014,15-FS32362,01,1995 FORD TRUCK  Ranger-V6,Pending,"$1,000.00",11/20/2014,02/27/2015,,,$0.00,02/27/2015
