Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Damascus Police Department,05/17/2010,10-FS15404,01,1997 CHEVROLET ASTRO,Pending,"$1,500.00",06/03/2010,06/03/2010,,,$0.00,06/03/2010
Damascus Police Department,08/04/2010,11-FS23001,01,REAL PROPERTY -TOWN OF DAMASCUS,Pending,"$28,200.00",08/18/2010,,,,$0.00,
Damascus Police Department,08/04/2010,11-FS23001,02,"$2,494.00 U.S. CURRENCY",Forfeiture,"$2,494.00",08/18/2010,03/21/2011,,,"$2,494.00",03/21/2011
Damascus Police Department,08/20/2010,11-FS23802,01,2001 FORD F-150,Forfeiture,"$6,000.00",08/26/2010,09/19/2011,,,"$2,250.00",09/19/2011
Damascus Police Department,02/09/2011,11-FS05307,01,2000 DODGE CARAVAN,Pending,"$3,000.00",02/22/2011,,,,$0.00,
Damascus Police Department,02/09/2011,11-FS05307,02,"$1,133.42 U.S. CURRENCY",Forfeiture,"$1,133.42",02/22/2011,06/05/2012,,,"$1,133.42",06/05/2012
Damascus Police Department,05/09/2012,12-FS13603,01,1996 TOYOTA CAMRY,Pending,"$2,500.00",05/15/2012,,,,$0.00,
Damascus Police Department,05/09/2012,13-FS06507,01,1996 TOYOTA  Camry,,"$1,300.00",03/06/2013,,,,$0.00,
Damascus Police Department,03/09/2013,13-FS09413,01,1999 NISSAN  Sentra-4 Cyl.,,"$1,500.00",09/03/2013,,,,$0.00,
Damascus Police Department,03/09/2013,13-FS09413,02,"$1,399.00 U.S. Currency",Forfeiture,"$1,399.00",09/03/2013,09/05/2013,,,"$1,399.00",09/05/2013
