Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Buckingham County Sheriff's Office,03/13/2008,08-FS09403,01,$846.00 U.S. CURRENCY,Forfeiture,$846.00,04/03/2008,10/28/2014,,,$84.60,10/28/2014
Buckingham County Sheriff's Office,07/04/2008,09-FS23401,01,"$2,510.00 U.S. CURRENCY",Forfeiture,"$2,510.00",08/21/2008,10/28/2014,,,$251.00,10/28/2014
Buckingham County Sheriff's Office,02/20/2009,09-FS06204,01,1997 TOYOTA CAMRY,Pending,"$2,900.00",03/03/2009,,,,$0.00,
Buckingham County Sheriff's Office,06/22/2009,09-FS17704,01,1996 CHEVROLET TAHOE,Pending,"$2,500.00",06/26/2009,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,03/09/2010,10-FS07516,01,2004 CHEVROLET CAVALIER,Release To Lien Holder,"$8,000.00",03/16/2010,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,03/09/2010,10-FS07516,02,1998 FORD EXPEDITION,Pending,"$9,000.00",03/16/2010,,,,$0.00,
Buckingham County Sheriff's Office,04/24/2010,10-FS12301,01,2001 FORD F150,Release To Lien Holder,"$7,000.00",05/03/2010,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,06/09/2010,11-FS25005,01,YAMAHA WARRIOR 350,Return To Owner,"$1,000.00",09/07/2010,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,06/09/2010,11-FS25006,01,2005 YAMAHA BLASTER,Dismissal,"$1,000.00",09/07/2010,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,06/09/2010,11-FS25007,01,2000 FORD F150,Dismissal,"$4,500.00",09/07/2010,11/08/2013,,,$0.00,11/08/2013
Buckingham County Sheriff's Office,08/08/2010,11-FS25008,01,2005 LINCOLN AVIATOR,Return To Owner,"$12,500.00",09/07/2010,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,11/14/2010,11-FS32301,01,1997 LINCOLN TOWNCAR,Forfeiture,"$5,000.00",11/19/2010,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,11/14/2010,11-FS32301,02,$630.00 U.S. CURRENCY,Forfeiture,$630.00,11/19/2010,07/23/2013,,,$630.00,07/23/2013
Buckingham County Sheriff's Office,04/11/2011,11-FS10903,01,1994 FORD RANGER,Return To Owner,"$3,500.00",04/19/2011,09/20/2012,,,$0.00,09/20/2012
Buckingham County Sheriff's Office,05/04/2011,11-FS13304,01,2001 CHEVROLET SUV,Return To Owner,"$5,500.00",05/13/2011,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,05/04/2011,11-FS13304,02,$550.00 U.S. CURRENCY,Pending,$550.00,05/13/2011,,,,$0.00,
Buckingham County Sheriff's Office,05/04/2011,11-FS13304,03,2003 HONDA MOTORCYCLE,Pending,"$3,000.00",05/13/2011,,,,$0.00,
Buckingham County Sheriff's Office,05/04/2011,11-FS13307,01,1987 DODGE TRUCK,Dismissal,"$1,500.00",05/13/2011,11/08/2013,,,$0.00,11/08/2013
Buckingham County Sheriff's Office,05/04/2011,11-FS13308,01,1999 CHEVROLET TRUCK,Forfeiture,"$4,000.00",05/13/2011,10/28/2014,,,$187.50,10/28/2014
Buckingham County Sheriff's Office,05/05/2011,11-FS13305,01,$880.00 U.S. CURRENCY,Pending,$880.00,05/13/2011,,,,$0.00,
Buckingham County Sheriff's Office,05/05/2011,11-FS13306,01,1991 GMC TRUCK,Return To Owner,"$1,500.00",05/13/2011,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,04/05/2012,12-FS10701,01,2004 FORD F-150 TRUCK,Release To Lien Holder,"$12,500.00",04/16/2012,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,04/05/2012,12-FS10701,02,$582.00 US CURRENCY,Pending,$582.00,04/16/2012,,,,$0.00,
Buckingham County Sheriff's Office,04/16/2012,12-FS13023,01,2001 ACUR,Return To Owner,"$2,500.00",05/09/2012,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,06/27/2012,13-FS19204,01,2000 CHEVY PICKUP,Return To Owner,"$2,000.00",07/10/2012,08/21/2013,,,$0.00,08/21/2013
Buckingham County Sheriff's Office,06/27/2012,13-FS19204,02,$584.00 US CURRENCY,Forfeiture,$584.00,07/10/2012,10/24/2013,,,$584.00,10/24/2013
Buckingham County Sheriff's Office,07/31/2012,13-FS22001,01,1995 PONTIAC 4DR,Dismissal,"$1,500.00",08/07/2012,11/08/2013,,,$0.00,11/08/2013
Buckingham County Sheriff's Office,10/01/2012,13-FS28501,01,2005 POLARIS MAG 300 4 X 4,Forfeiture,"$1,200.00",10/11/2012,02/25/2013,10/24/2013,,"$1,525.00",10/24/2013
Buckingham County Sheriff's Office,10/16/2012,13-FS29309,01,2001 ACURA 4DR,Forfeiture,"$2,500.00",10/19/2012,03/26/2013,10/24/2013,,$800.00,10/24/2013
