Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Big Stone Gap Police Department,04/02/2009,09-FS12401,01,$980.00 U.S. CURRENCY,Pending,$980.00,05/04/2009,,,,$0.00,
Big Stone Gap Police Department,09/14/2010,13-FS12018,01,2001 CHEVROLET TRUCK  Silverado 1500-V8,Pending,"$2,000.00",04/30/2013,10/17/2013,,,$0.00,10/17/2013
Big Stone Gap Police Department,01/13/2011,12-FS32618,01,2002 Honda 4-Door,Pending,"$3,000.00",11/22/2011,11/22/2011,,,$0.00,11/22/2011
Big Stone Gap Police Department,02/24/2011,12-FS32619,01,2008 Ford Pickup,Pending,"$22,000.00",11/22/2011,11/22/2011,,,$0.00,11/22/2011
Big Stone Gap Police Department,01/05/2012,13-FS11904,01,2004 CHEVROLET TRUCK  Tahoe-V8,Pending,"$5,000.00",04/29/2013,04/30/2013,,,$0.00,04/30/2013
Big Stone Gap Police Department,01/13/2012,13-FS11905,01,2005 CHEVROLET TRUCK  Colorado,Pending,"$5,000.00",04/29/2013,04/30/2013,,,$0.00,04/30/2013
Big Stone Gap Police Department,02/27/2012,13-FS25601,01,1997 FORD F-150,Pending,"$1,500.00",09/12/2012,09/12/2012,,,$0.00,09/12/2012
Big Stone Gap Police Department,11/16/2012,13-FS11906,01,1994 MERCURY  Cougar XR-7-6 Cyl.,Pending,"$1,500.00",04/29/2013,04/30/2013,,,$0.00,04/30/2013
Big Stone Gap Police Department,04/02/2013,13-FS11505,01,2001 BMW  3 Series,Pending,"$6,000.00",04/25/2013,10/17/2013,,,$0.00,10/17/2013
Big Stone Gap Police Department,04/16/2013,13-FS11506,01,$553.00 U.S. Currency,Pending,$553.00,04/25/2013,,,,$0.00,
Big Stone Gap Police Department,04/22/2013,13-FS11507,01,"$2,120.00 U.S. Currency",Pending,"$2,120.00",04/25/2013,,,,$0.00,
Big Stone Gap Police Department,06/05/2013,13-FS16913,01,$660.00 U.S. Currency,Pending,$660.00,06/18/2013,,,,$0.00,
Big Stone Gap Police Department,06/17/2013,13-FS16914,01,"$1,492.00 U.S. Currency",Pending,"$1,492.00",06/18/2013,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS00702,01,1975 chev  2dr,,"$3,000.00",01/07/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,01,Colt 223 AR,,$800.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,02,FEG AK  7.62,,$500.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,03,GLOCK 34,,$800.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,15,SKS 762,,$600.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,17,WINCHESTER 12GA,,$600.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,19,AK 47  7.62,,$700.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,20,AK 47  7.62,,$700.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,21,MOEIN NAGANT 7.62,,$500.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,22,REMINGTON 760 270CAL,,$500.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,23,1911 COLD 45 CAL,,$800.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,24,S/W MOD 64/ 38CAL,,$700.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,25,RUGAR REDHAWK 44CAL,,$600.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,26,BUSHMASTER AR 15  223CAL,,$900.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,01/06/2014,14-FS01001,27,COLT 32 CAL,,$500.00,01/14/2014,,,,$0.00,
Big Stone Gap Police Department,03/09/2014,14-FS07678,01,"$3,149.55 U.S. Currency",Pending,"$3,149.55",03/17/2014,,,,$0.00,
